0,0,0,2.8273,1.9627,1.0372,3.0
0,0,1,2.4227,1.7501,0.5169999999999999,1.5
0,0,2,2.8562000000000003,1.9868999999999999,0.9513,1.5
0,0,3,2.8609999999999998,1.5181,0.5227999999999999,1.5
0,0,4,2.4924,1.3129,0.972,1.5
0,0,5,2.5846,1.4683,0.4301999999999999,1.5
0,0,6,2.8292,1.2965,0.42369999999999997,1.5
0,0,7,2.1498,1.5166,1.2136,1.5
0,0,8,2.4215999999999998,2.0613,0.8129,1.5
0,0,9,2.0437000000000003,2.1608,1.2923,1.5
0,0,10,1.9799,1.4312,0.32319999999999993,1.5
0,0,11,2.8075,1.3022,0.8137,1.5
0,0,12,2.4093999999999998,2.2965,0.605,1.5
0,0,13,2.1765,1.8577,0.5639,1.5
0,0,14,2.4927,2.0195,1.2709,1.5
0,0,15,2.431,1.575,0.7718999999999999,1.5
0,0,16,2.8596,1.9619,0.7752,1.5
0,0,17,2.2236000000000002,1.4708999999999999,1.2528,1.5
0,0,18,2.5867,1.6312,0.5586,1.5
0,0,19,2.6756,1.3679000000000001,1.2306,1.5
0,1,0,2.6994,1.8441999999999998,1.7391999999999999,1.5
0,1,1,2.2948,1.6316,1.2189999999999999,1.5
0,1,2,2.7283,1.8683999999999998,1.6533,0.0
0,1,3,2.7331,1.3996,1.2247999999999999,0.0
0,1,4,2.3644999999999996,1.1944,1.674,0.0
0,1,5,2.4566999999999997,1.3497999999999999,1.1321999999999999,0.0
0,1,6,2.7013,1.178,1.1257,0.0
0,1,7,2.0219,1.3981,1.9156,0.0
0,1,8,2.2937,1.9428,1.5149,0.0
0,1,9,1.9158,2.0423,1.9943,0.0
0,1,10,1.8519999999999999,1.3127,1.0252,0.0
0,1,11,2.6795999999999998,1.1837,1.5156999999999998,0.0
0,1,12,2.2815,2.178,1.307,0.0
0,1,13,2.0486,1.7391999999999999,1.2658999999999998,0.0
0,1,14,2.3648,1.9009999999999998,1.9728999999999999,0.0
0,1,15,2.3030999999999997,1.4565,1.4739,0.0
0,1,16,2.7317,1.8434,1.4771999999999998,0.0
0,1,17,2.0957,1.3523999999999998,1.9547999999999999,0.0
0,1,18,2.4588,1.5127,1.2606,0.0
0,1,19,2.5477,1.2494,1.9325999999999999,0.0
0,2,0,1.8814000000000002,2.0936,1.4622,1.5
0,2,1,1.4768000000000001,1.881,0.942,0.0
0,2,2,1.9103,2.1178,1.3763,1.5
0,2,3,1.9151,1.649,0.9478,0.0
0,2,4,1.5465,1.4438,1.397,0.0
0,2,5,1.6387,1.5992,0.8552,0.0
0,2,6,1.8833000000000002,1.4274,0.8487,0.0
0,2,7,1.2039,1.6475,1.6386,0.0
0,2,8,1.4757,2.1922,1.2379,0.0
0,2,9,1.0978,2.2917,1.7173,0.0
0,2,10,1.034,1.5621,0.7482,0.0
0,2,11,1.8616000000000001,1.4331,1.2387000000000001,0.0
0,2,12,1.4635,2.4274,1.03,0.0
0,2,13,1.2306,1.9886,0.9889,0.0
0,2,14,1.5468000000000002,2.1504,1.6959,0.0
0,2,15,1.4851,1.7059,1.1968999999999999,0.0
0,2,16,1.9137,2.0928,1.2002000000000002,0.0
0,2,17,1.2777,1.6018,1.6778,0.0
0,2,18,1.6408,1.7621,0.9836,0.0
0,2,19,1.7297,1.4988000000000001,1.6556,0.0
0,3,0,1.8574000000000002,1.9571999999999998,1.8748,1.5
0,3,1,1.4528,1.7446,1.3546,0.0
0,3,2,1.8863,1.9813999999999998,1.7889000000000002,0.0
0,3,3,1.8911,1.5126,1.3604,1.5
0,3,4,1.5225,1.3074,1.8096,0.0
0,3,5,1.6147,1.4627999999999999,1.2678,0.0
0,3,6,1.8593000000000002,1.291,1.2613,0.0
0,3,7,1.1799,1.5110999999999999,2.0512,0.0
0,3,8,1.4517,2.0558,1.6505,0.0
0,3,9,1.0738,2.1553,2.1299,0.0
0,3,10,1.01,1.4257,1.1608,0.0
0,3,11,1.8376000000000001,1.2967,1.6513,0.0
0,3,12,1.4395,2.291,1.4426,0.0
0,3,13,1.2066,1.8521999999999998,1.4015,0.0
0,3,14,1.5228000000000002,2.014,2.1085000000000003,0.0
0,3,15,1.4611,1.5695,1.6095000000000002,0.0
0,3,16,1.8897,1.9564,1.6128,0.0
0,3,17,1.2537,1.4653999999999998,2.0904,0.0
0,3,18,1.6168,1.6257,1.3962,0.0
0,3,19,1.7057,1.3624,2.0682,0.0
0,4,0,2.1249,1.5802999999999998,1.6437,1.5
0,4,1,1.7203,1.3677,1.1235,0.0
0,4,2,2.1538,1.6044999999999998,1.5578,0.0
0,4,3,2.1586,1.1357,1.1293,0.0
0,4,4,1.7899999999999998,0.9304999999999999,1.5785,1.5
0,4,5,1.8821999999999999,1.0858999999999999,1.0367,0.0
0,4,6,2.1268,0.9140999999999999,1.0302,0.0
0,4,7,1.4474,1.1341999999999999,1.8201,0.0
0,4,8,1.7191999999999998,1.6789,1.4194,0.0
0,4,9,1.3413,1.7784,1.8988,0.0
0,4,10,1.2774999999999999,1.0488,0.9297,0.0
0,4,11,2.1050999999999997,0.9198,1.4202,0.0
0,4,12,1.7069999999999999,1.9141,1.2115,0.0
0,4,13,1.4741,1.4752999999999998,1.1703999999999999,0.0
0,4,14,1.7902999999999998,1.6370999999999998,1.8774,0.0
0,4,15,1.7286,1.1925999999999999,1.3784,0.0
0,4,16,2.1572,1.5795,1.3817,0.0
0,4,17,1.5211999999999999,1.0884999999999998,1.8593,0.0
0,4,18,1.8842999999999999,1.2488,1.1651,0.0
0,4,19,1.9731999999999998,0.9854999999999999,1.8371,0.0
0,5,0,2.0011,1.5812,1.9156,1.5
0,5,1,1.5965000000000003,1.3685999999999998,1.3954,0.0
0,5,2,2.0300000000000002,1.6054,1.8297,0.0
0,5,3,2.0348,1.1366,1.4012,0.0
0,5,4,1.6662000000000001,0.9313999999999999,1.8504,0.0
0,5,5,1.7584000000000002,1.0867999999999998,1.3086,1.5
0,5,6,2.003,0.9149999999999999,1.3021,0.0
0,5,7,1.3236000000000003,1.1351,2.092,0.0
0,5,8,1.5954000000000002,1.6798,1.6913,0.0
0,5,9,1.2175000000000002,1.7793,2.1707,0.0
0,5,10,1.1537000000000002,1.0497,1.2016,0.0
0,5,11,1.9813,0.9207,1.6921,0.0
0,5,12,1.5832000000000002,1.915,1.4834,0.0
0,5,13,1.3503000000000003,1.4762,1.4423,0.0
0,5,14,1.6665,1.638,2.1493,0.0
0,5,15,1.6048000000000002,1.1934999999999998,1.6503,0.0
0,5,16,2.0334000000000003,1.5804,1.6536,0.0
0,5,17,1.3974000000000002,1.0894,2.1311999999999998,0.0
0,5,18,1.7605000000000002,1.2496999999999998,1.437,0.0
0,5,19,1.8494000000000002,0.9863999999999999,2.109,0.0
0,6,0,2.5911,1.8971999999999998,1.0672,1.5
0,6,1,2.1865,1.6845999999999999,0.5469999999999999,0.0
0,6,2,2.62,1.9213999999999998,0.9813000000000001,0.0
0,6,3,2.6248,1.4526,0.5528,0.0
0,6,4,2.2561999999999998,1.2473999999999998,1.002,0.0
0,6,5,2.3484,1.4027999999999998,0.46019999999999994,0.0
0,6,6,2.593,1.2309999999999999,0.4537,1.5
0,6,7,1.9136000000000002,1.4510999999999998,1.2436,0.0
0,6,8,2.1854,1.9958,0.8429,0.0
0,6,9,1.8075,2.0953,1.3223,0.0
0,6,10,1.7437,1.3657,0.35319999999999996,0.0
0,6,11,2.5713,1.2367,0.8437,0.0
0,6,12,2.1732,2.231,0.635,0.0
0,6,13,1.9403000000000001,1.7921999999999998,0.5939,0.0
0,6,14,2.2565,1.9539999999999997,1.3009,0.0
0,6,15,2.1948,1.5094999999999998,0.8019,0.0
0,6,16,2.6234,1.8963999999999999,0.8052,0.0
0,6,17,1.9874,1.4053999999999998,1.2828,0.0
0,6,18,2.3505000000000003,1.5656999999999999,0.5886,0.0
0,6,19,2.4394,1.3024,1.2606,0.0
0,7,0,2.0579,1.5234999999999999,1.7614999999999998,1.5
0,7,1,1.6533000000000002,1.3109,1.2412999999999998,0.0
0,7,2,2.0868,1.5476999999999999,1.6756,0.0
0,7,3,2.0916,1.0789,1.2470999999999999,0.0
0,7,4,1.723,0.8736999999999999,1.6963,0.0
0,7,5,1.8152000000000001,1.0291,1.1544999999999999,0.0
