0,0,0,2.8273,1.9627,1.0372,3.0
0,0,2,2.8562000000000003,1.9868999999999999,0.9513,1.5
0,0,12,2.4093999999999998,2.2965,0.605,1.5
0,0,16,2.8596,1.9619,0.7752,1.5
0,1,0,2.6994,1.8441999999999998,1.7391999999999999,1.5
0,1,2,2.7283,1.8683999999999998,1.6533,0.0
0,1,16,2.7317,1.8434,1.4771999999999998,0.0
0,9,0,2.5566,1.6995,2.0168,1.5
0,9,2,2.5855,1.7237,1.9309,0.0
0,9,16,2.5889,1.6986999999999999,1.7548,0.0
0,15,0,2.3322,2.0071,1.8474,1.5
0,19,0,2.0987,2.2862999999999998,1.2599,1.5
0,19,12,1.6808,2.6201,0.8277,0.0
7,0,0,2.7053,1.7748,1.5415,1.5
7,0,2,2.7342,1.799,1.4556,0.0
7,0,16,2.7376,1.774,1.2795,0.0
7,1,0,2.5774,1.6562999999999999,2.2435,0.0
7,1,2,2.6063,1.6804999999999999,2.1576000000000004,0.0
7,1,14,2.2428,1.7130999999999998,2.4772,0.0
7,1,16,2.6097,1.6555,1.9815,0.0
7,9,0,2.4346,1.5116,2.5211,0.0
7,9,2,2.4635,1.5358,2.4352,0.0
7,9,7,1.7570999999999999,1.0655,2.6975000000000002,1.5
7,9,9,1.651,1.7097,2.7762000000000002,1.5
7,9,14,2.1,1.5684,2.7548000000000004,0.0
7,9,16,2.4669,1.5108,2.2591,0.0
7,9,19,2.2828999999999997,0.9168,2.7145,0.0
8,9,9,1.1638,1.8895,2.8945,1.5
8,9,14,1.6128,1.7481999999999998,2.8731,0.0
8,9,19,1.7956999999999999,1.0966,2.8327999999999998,0.0
8,15,9,0.9394,2.1971,2.7251000000000003,0.0
9,0,0,2.6515999999999997,2.2334,1.4762,1.5
9,0,2,2.6805,2.2576,1.3903,0.0
9,0,8,2.2459,2.3320000000000003,1.2519,0.0
9,0,9,1.8679999999999999,2.4315,1.7313,1.5
9,0,12,2.2337,2.5672,1.044,0.0
9,0,14,2.3169999999999997,2.2902,1.7099,0.0
9,0,16,2.6839,2.2326,1.2142,0.0
9,1,0,2.5237,2.1149,2.1782,0.0
9,1,2,2.5526,2.1391,2.0923,0.0
9,1,9,1.7401,2.313,2.4333,1.5
9,1,12,2.1058,2.4487,1.746,0.0
9,1,14,2.1891,2.1717,2.4119,0.0
9,1,16,2.556,2.1141,1.9162,0.0
9,2,2,1.7346,2.3885,1.8153000000000001,1.5
9,2,9,0.9221,2.5624000000000002,2.1563,1.5
9,3,9,0.8981,2.426,2.5689,1.5
9,3,14,1.3471,2.2847,2.5475000000000003,0.0
9,6,0,2.4154,2.1679,1.5062,0.0
9,9,0,2.3809,1.9701999999999997,2.4558,1.5
9,9,2,2.4097999999999997,1.9943999999999997,2.3699000000000003,1.5
9,9,8,1.9751999999999998,2.0688,2.2315,1.5
9,9,9,1.5973,2.1683,2.7109,3.0
9,9,12,1.9629999999999999,2.304,2.0236,1.5
9,9,14,2.0463,2.0269999999999997,2.6895,1.5
9,9,16,2.4132,1.9693999999999998,2.1938,1.5
9,9,19,2.2291999999999996,1.3754,2.6492,1.5
9,15,0,2.1565,2.2778,2.2864,0.0
9,15,2,2.1854,2.302,2.2005,0.0
9,15,8,1.7508,2.3764000000000003,2.0621,0.0
9,15,9,1.3729,2.4759,2.5415,1.5
9,15,12,1.7386,2.6116,1.8542,0.0
9,15,14,1.8218999999999999,2.3346,2.5201000000000002,0.0
9,15,16,2.1888,2.277,2.0244,0.0
9,17,0,2.0785,2.5016,1.7529,0.0
9,17,2,2.1074,2.5258,1.667,0.0
9,17,9,1.2949000000000002,2.6997,2.008,1.5
9,17,12,1.6606,2.8354,1.3207,0.0
9,17,14,1.7439,2.5584,1.9866,0.0
9,17,16,2.1108000000000002,2.5008,1.4909,0.0
9,19,0,1.923,2.557,1.6989,0.0
9,19,2,1.9519,2.5812,1.613,0.0
9,19,8,1.5172999999999999,2.6556,1.4746000000000001,0.0
9,19,9,1.1394,2.7551,1.9540000000000002,1.5
9,19,12,1.5050999999999999,2.8908,1.2667000000000002,0.0
9,19,14,1.5884,2.6138,1.9325999999999999,0.0
9,19,16,1.9552999999999998,2.5562,1.4369,0.0
10,3,9,0.5124000000000001,2.1425,2.8069,0.0
10,9,0,1.9952,1.6867,2.6938,0.0
10,9,9,1.2116,1.8848,2.9489,1.5
10,9,14,1.6606,1.7435,2.9275,0.0
10,9,19,1.8435,1.0918999999999999,2.8872,0.0
