2.5889,1.6986999999999999,1.7548,0.0
2.5566,1.6995,2.0168,1.5
2.3141,1.5083,2.6333,0.0
1.3729,2.4759,2.5415,1.5
0.8981,2.426,2.5689,1.5
1.8411,1.5007000000000001,1.5835,3.0
1.6808,2.6201,0.8277,0.0
0.9872000000000001,2.1924,2.7795,0.0
2.2828999999999997,0.9168,2.7145,0.0
1.7401,2.313,2.4333,1.5
1.7386,2.6116,1.8542,0.0
2.681,1.4506999999999999,2.1376,0.0
0.43610000000000004,2.5247,2.3545,0.0
1.6128,1.7481999999999998,2.8731,0.0
2.7915,1.5962,2.122,0.0
2.2428,1.7130999999999998,2.4772,0.0
1.1745999999999999,2.7977,1.5189,1.5
2.8273,1.9627,1.0372,3.0
1.9777,0.4676,2.834,0.0
2.4093999999999998,2.2965,0.605,1.5
1.8218999999999999,2.3346,2.5201000000000002,0.0
2.497,0.8567,2.593,0.0
2.6994,1.8441999999999998,1.7391999999999999,1.5
1.5973,2.1683,2.7109,3.0
1.5114999999999998,2.464,1.2722,1.5
2.9483,1.7389000000000001,1.3341,0.0
0.8869,2.4382,2.7397,0.0
2.3322,2.0071,1.8474,1.5
2.2337,2.5672,1.044,0.0
1.9629999999999999,2.304,2.0236,1.5
0.5124000000000001,2.1425,2.8069,0.0
1.1113,2.1306000000000003,2.9091,1.5
1.0191,2.8531,1.4649,1.5
2.0463,2.0269999999999997,2.6895,1.5
2.5237,2.1149,2.1782,0.0
2.4532,1.7833,2.1443000000000003,1.5
2.6515999999999997,2.2334,1.4762,1.5
1.9751999999999998,2.0688,2.2315,1.5
1.6606,2.8354,1.3207,0.0
2.2291999999999996,1.3754,2.6492,1.5
1.7431999999999999,1.3377,2.8474,0.0
2.8596,1.9619,0.7752,1.5
2.0897,1.8159,2.4638999999999998,1.5
2.8238,1.5954000000000002,1.8599999999999999,0.0
2.0785,2.5016,1.7529,0.0
2.9194,1.7147000000000001,1.42,1.5
2.4346,1.5116,2.5211,0.0
2.1565,2.2778,2.2864,0.0
1.5050999999999999,2.8908,1.2667000000000002,0.0
2.1108000000000002,2.5008,1.4909,0.0
2.3809,1.9701999999999997,2.4558,1.5
2.556,2.1141,1.9162,0.0
2.028,1.3714000000000002,1.9649,3.0
1.3458,1.2605,2.8957,1.5
