var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
1,0,3,4,3,2.7201,2.5413,1.7653,2.2573999999999996,3.4872,2.0
3,3,0,3,0,2.6853000000000002,3.8463,3.1738999999999997,3.2822999999999998,2.2317,4.0
2,0,0,2,2,2.6426,2.5984,3.0583,3.7516,3.3259,4.0
0,1,3,3,2,3.4837000000000002,3.1525,2.9838,2.6383,2.3629,2.0
2,2,3,0,0,0.877,3.3891,3.0506,3.9071,3.9528999999999996,3.0
1,2,0,4,2,2.3043,3.6013,2.2466000000000004,2.9662,3.6022,2.0
2,2,0,0,3,1.2925,3.7489000000000003,1.9625000000000001,4.612299999999999,4.0199,3.0
2,3,3,2,2,2.5846,2.3900999999999994,3.9918,2.8937,3.1313999999999997,4.0
2,2,0,2,2,2.0917,3.1275000000000004,3.3997,4.0637,3.5227,4.0
3,3,3,3,3,2.9924000000000004,3.1823,3.0092000000000003,2.8933,2.5591,5.0
3,0,0,0,2,2.3523,3.2718,2.1911,4.1366,3.1978,3.0
2,2,3,4,2,2.0512,3.0010000000000003,3.0848000000000004,3.1193,3.8705,3.0
0,3,0,0,3,2.7248,3.9248999999999996,1.7772,3.8127,2.7807999999999997,4.0
0,0,0,3,0,3.1463,3.9112,2.4179999999999997,3.4295999999999998,2.5125,4.0
4,2,3,3,1,2.3046999999999995,3.355,2.8046,2.373,3.2678000000000003,2.0
2,2,0,2,0,1.6495,3.2606,3.4245,4.056,3.2771,4.0
2,3,3,3,3,2.5644000000000005,3.1492999999999998,3.0408000000000004,2.9065,3.2327999999999997,4.0
2,2,2,3,2,1.6732999999999998,3.5812999999999997,3.1644,3.7633,3.5138,4.0
0,2,0,3,0,2.5954,4.4403,2.7594,3.7417,2.7093,3.0
2,2,3,0,3,1.2383,3.237,2.4242000000000004,4.0652,4.1501,3.0
0,3,3,2,3,3.3889,2.7725999999999997,3.0745,2.8674,2.3654,3.0
4,0,0,3,2,3.2453,3.4317,2.0935,2.9417,2.927,2.0
3,3,0,2,2,3.0667999999999997,2.9349999999999996,3.4985,3.4276,2.3275,3.0
2,2,2,2,2,1.6126,2.8030999999999997,3.5138000000000003,3.9009,3.364,5.0
2,2,3,0,2,1.3192,3.2560000000000002,3.0258000000000003,3.9148,4.1985,3.0
0,0,0,2,2,3.5277999999999996,2.9999000000000002,2.7426,3.5749,2.6083000000000003,4.0
2,2,3,2,2,2.0375,2.6155999999999997,3.8614,3.5166,3.6529,4.0
2,2,0,0,0,0.9311999999999999,3.9010000000000002,2.5889,4.4542,3.8226999999999998,4.0
2,2,0,0,2,1.3734,3.7679,2.5641000000000003,4.4619,4.0683,4.0
1,2,0,3,2,2.3513,3.9941000000000004,2.6738,3.2259,3.5343999999999998,2.0
0,2,0,0,2,2.2586,4.1693999999999996,2.2484,4.2852,3.3507,4.0
0,2,0,0,1,1.9230999999999998,4.0755,2.1564,3.9515000000000002,3.3645,3.0
0,2,3,3,0,2.5412000000000003,3.9284,3.2211,3.1946,2.8394999999999997,3.0
3,2,0,2,2,2.5197,3.1605,3.3681,4.0504999999999995,2.849,3.0
3,2,0,3,3,2.4995000000000003,3.9196999999999997,2.4171,4.0633,2.9503999999999997,3.0
3,2,2,0,0,0.8801,3.6096,2.6713999999999998,4.2782,2.9903,3.0
4,0,3,3,2,3.1911,2.9198000000000004,2.5552,2.3946,3.0572,2.0
3,3,1,3,1,2.766,3.5757,2.9873,2.6744000000000003,2.3751,4.0
2,2,2,2,0,1.1703999999999999,2.9362,3.5386,3.8931999999999998,3.1184,4.0
2,0,0,0,2,1.9243000000000001,3.2387999999999995,2.2227,4.1498,3.8714999999999997,4.0
0,0,0,2,3,3.4469,2.9809,2.141,3.7253,2.5599000000000003,3.0
0,3,3,3,1,3.1950000000000003,3.4758999999999998,3.2346999999999997,2.2457000000000003,2.5774,3.0
3,2,0,0,2,1.8014000000000001,3.8008999999999995,2.5325,4.4487,3.3945999999999996,3.0
0,0,0,3,3,3.5076,3.7591,1.7915999999999999,3.5877,2.7097,4.0
0,3,0,0,0,2.3635,4.077,2.4036,3.6546,2.5835999999999997,4.0
3,0,0,0,3,2.2714,3.2528,1.5895,4.287,3.1494,4.0
