var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
0,2,0,0,0,1.8163999999999998,4.3025,2.2732,4.2775,3.1050999999999997,4.0
0,3,3,2,1,3.1342999999999996,2.6976999999999998,3.5841,2.3833,2.4276,2.0
3,2,3,3,0,2.084,3.5599,3.5052,3.3581,2.8834,3.0
0,2,3,3,2,2.9834,3.7953,3.1963,3.2023,3.0850999999999997,3.0
2,2,2,3,3,1.5923999999999998,3.5623,2.5628,3.9137,3.4654,4.0
0,2,0,0,3,2.1776999999999997,4.150399999999999,1.6468,4.4356,3.3023,3.0
0,0,0,0,0,2.3673,3.7734,1.9318,3.9654,2.9083,5.0
0,2,2,0,2,1.7794999999999996,3.8449999999999998,2.3625,4.1224,3.1919999999999997,4.0
3,2,0,3,0,2.1382000000000003,4.0718,3.0435,3.9052,2.7531999999999996,3.0
3,3,3,2,1,2.6771000000000003,2.3291999999999997,3.8682,2.5468,2.4715000000000003,3.0
1,2,3,2,2,2.2363999999999997,2.7039999999999997,3.4849,2.8164000000000002,3.5147999999999997,3.0
2,2,3,2,0,1.5953,2.7487,3.8862,3.5088999999999997,3.4072999999999998,3.0
0,2,0,2,2,2.9768999999999997,3.529,3.084,3.887,2.8051,4.0
3,3,0,3,2,3.1275,3.7131999999999996,3.1491,3.29,2.4773,3.0
0,2,0,2,0,2.5347,3.6620999999999997,3.1088,3.8792999999999997,2.5595,4.0
0,0,0,3,2,3.5885,3.7781000000000002,2.3931999999999998,3.4373,2.7581,3.0
3,3,2,2,2,2.5877,2.6106,3.6126,3.2648,2.1688,4.0
0,3,0,3,2,3.5846999999999998,4.0817,2.8649999999999998,3.1265,2.4334,3.0
2,2,0,2,3,2.0108,3.1085000000000003,2.7981000000000003,4.2141,3.4743,3.0
2,2,3,3,2,2.0982,3.3937999999999997,3.5120000000000005,3.379,3.8026999999999997,4.0
1,2,3,0,3,1.4371999999999998,3.3254,2.0477,3.365,4.012,2.0
0,0,3,3,3,3.4534000000000002,3.2472,2.2533000000000003,3.0406,2.8399,4.0
0,3,3,3,0,3.0883000000000003,3.7028999999999996,3.3514999999999997,2.5717,2.318,4.0
2,0,3,2,2,2.5884,2.0865,3.52,3.2045,3.4560999999999997,3.0
0,3,0,3,3,3.5038,4.0626999999999995,2.2634,3.2769,2.385,4.0
3,2,2,2,2,2.0406,2.8361,3.4822,3.8877,2.6903,4.0
3,3,3,3,2,3.0733,3.2013,3.6108000000000002,2.7429,2.6075,4.0
2,0,3,0,1,1.5346,2.633,2.5924,3.269,4.015499999999999,2.0
0,3,0,3,0,3.1425,4.214799999999999,2.8897999999999997,3.1188,2.1877999999999997,4.0
4,0,3,4,3,3.0632,2.508,1.5264000000000002,2.2853,3.0766,3.0
3,3,3,3,0,2.6311000000000004,3.3344,3.6356,2.7352,2.3619,4.0
4,0,0,4,3,3.1174,3.0199000000000003,1.0647,2.8324,2.9464,3.0
2,3,0,2,2,2.6388,2.902,3.5301,3.4408,3.0012,3.0
3,3,3,2,2,3.0126,2.4231,3.9602,2.8805,2.4577,4.0
2,3,3,3,2,2.6453,3.1682999999999995,3.6424000000000003,2.7561,3.2811999999999997,4.0
2,2,0,3,2,2.1524,3.9057000000000004,3.0503,3.9261,3.6725,3.0
3,2,2,3,2,2.1013,3.6143,3.1328,3.7501,2.8401,4.0
2,0,0,3,4,2.567,3.5274,2.0513,3.3614999999999995,3.1919,2.0
3,2,3,2,2,2.4655,2.6486,3.8298,3.5034,2.9792,4.0
0,2,0,0,4,2.1222999999999996,4.3202,1.5908,4.0327,3.0669,3.0
0,2,0,3,2,3.0376,4.3072,2.7346,3.7494,2.9549,3.0
0,0,0,0,3,2.7286,3.6213,1.3054,4.1235,3.1055,4.0
2,0,2,0,2,1.4452,2.9143999999999997,2.3367999999999998,3.987,3.7127999999999997,4.0
