var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
0,0,0,0,0,2.6047,3.3885,2.9964,4.048500000000001,3.2019,5.0
0,0,2,0,2,3.328,2.7784,3.2447000000000004,3.7810000000000006,2.3812,4.0
2,1,3,4,0,2.5659,2.9447,3.1426,3.3544,3.6569000000000003,1.0
0,0,3,4,0,4.0166,3.6771,3.0994,2.9981999999999998,2.6881000000000004,3.0
1,0,0,0,0,1.9183999999999999,3.0754,2.9355999999999995,3.5250000000000004,3.7814,4.0
1,0,0,4,3,2.1028,3.4046,1.9687,3.0089,3.7334,2.0
0,0,2,2,2,4.2013,2.529,3.1253,3.0835,1.5846,4.0
0,0,2,4,0,3.9559,2.8989,3.4488,3.1357999999999997,2.5383,3.0
1,2,3,3,1,1.6794000000000002,4.2118,2.7264999999999997,2.1567,2.7940000000000005,3.0
3,0,3,0,1,2.7096999999999998,3.374,3.5859,3.8282000000000003,2.5885,3.0
0,2,0,3,3,1.355,4.3492999999999995,1.8982,3.0624,2.9417999999999997,3.0
2,2,2,0,0,1.6029999999999998,2.6566,3.7348,3.3296,3.3125000000000004,4.0
1,2,0,3,3,0.6687000000000001,4.0362,1.8374000000000001,2.5389,3.5213,2.0
0,0,0,0,1,2.3878999999999997,3.6047,2.8156,4.200500000000001,2.9404000000000003,4.0
0,0,3,3,0,3.4173,3.9987,3.3810000000000002,3.0256,2.5374000000000003,4.0
0,0,0,1,1,2.7645999999999997,3.8834999999999997,2.1755,3.6126,2.6321000000000003,4.0
2,0,2,4,0,3.0707,2.4974,3.7645,3.3125,3.2559000000000005,3.0
3,0,2,4,2,3.5037,2.5607,3.1456,3.4299999999999997,2.3071,2.0
0,1,0,0,0,2.0392,3.0576,2.7239,4.228000000000001,3.4531,4.0
0,0,3,3,3,2.9688,4.177099999999999,2.7973000000000003,3.024,2.6074,4.0
2,1,0,0,0,1.154,2.6561,3.0395999999999996,4.4047,4.1707,3.0
2,3,0,4,0,2.3857999999999997,2.7196000000000002,2.4188,3.3175,3.7155,2.0
3,0,0,0,1,1.9306999999999999,3.2361999999999997,3.0997,4.364000000000001,2.9843,3.0
