var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
0,2,2,0,2,1.7469999999999999,4.2362,2.8222,3.405,3.1590000000000003,4.0
1,2,1,1,2,1.4323,3.5117,2.4259999999999997,3.7884,4.3713,4.0
0,0,2,2,2,3.3839,4.2787999999999995,2.3872,2.5476,2.3205,4.0
3,1,0,2,2,3.6334,3.4878,3.7803,3.5855,2.6117,2.0
0,3,0,2,2,3.6066000000000003,3.6003999999999996,3.4807,3.8444000000000003,2.6952999999999996,3.0
2,3,0,4,2,2.3505,3.2171,3.8005,4.3774999999999995,3.6654,2.0
0,4,0,2,2,3.5153000000000003,3.6056999999999997,3.4015,3.871,2.0827,3.0
1,1,1,1,4,2.4516,2.9541,2.2656,2.4985,3.9775,4.0
2,2,0,1,2,1.7989,3.7542,3.0749999999999997,4.309100000000001,4.2581999999999995,3.0
1,1,0,2,4,3.6044,3.2224,3.0003,2.0420000000000003,3.0592,2.0
2,1,1,1,1,2.6429,3.1761,2.961,3.0573,3.6861000000000006,4.0
2,2,0,1,4,1.999,3.4334000000000002,2.6399,3.4526000000000003,4.1701,2.0
2,1,2,2,2,2.3706,3.7648,3.399,3.1013,3.224,4.0
0,2,1,4,2,2.335,3.7803999999999998,2.9530999999999996,4.391299999999999,3.3772,2.0
0,1,0,2,2,4.0906,3.8563,3.4962,3.422,2.5678,3.0
0,2,0,4,1,3.4908,4.1009,3.1093999999999995,3.2138999999999998,2.6084000000000005,2.0
3,1,0,2,1,4.2237,3.4774000000000003,3.6641,2.5876,2.0941,2.0
2,4,4,4,2,1.3616,2.6677999999999997,3.3665999999999996,4.638999999999999,3.14,4.0
0,0,0,0,0,3.3912,3.347,2.5961,2.4653,1.9386,5.0
0,1,3,2,2,4.1240000000000006,3.4381,2.9861,3.0288000000000004,2.4818,2.0
0,4,0,4,2,3.1444,3.6239,3.4056,4.227399999999999,2.3352,3.0
2,1,0,4,2,2.8345,3.473,3.8160000000000003,3.9551,3.5379,2.0
0,3,0,4,2,3.2357,3.6186,3.4848000000000003,4.2008,2.9478,2.0
0,2,2,1,2,1.8493,4.4657,2.3464,3.635,3.4792,3.0
1,2,1,1,1,2.0225999999999997,3.5013,2.3097999999999996,2.7905,3.8537,4.0
1,1,0,1,1,3.4073,3.5954,2.8569999999999998,2.1776,3.2968,4.0
