var_0,var_1,var_2,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
1,1,0,1.4754,1.7574,1.3702999999999999,1.9401000000000002,2.6087,2.0
10,4,9,1.6945999999999999,2.4788,2.7862,2.3687,1.6513,1.0
2,1,0,1.2765,1.669,1.7468,2.6403000000000003,2.7468,1.0
10,14,14,1.6672,2.3304,2.5648,2.0505,1.4159000000000002,2.0
17,11,9,2.0493,2.06,1.9917,1.3982999999999999,2.8034,1.0
11,11,9,1.4546999999999999,2.284,2.3742,1.1803,2.6719,2.0
2,2,0,1.8638,1.6064,2.209,2.3633,2.0797,2.0
5,1,5,1.5443,2.0744,2.0683,2.1345,2.1498,2.0
15,15,15,2.2638000000000003,1.4876,1.4503,2.1087,1.3332,3.0
9,4,9,2.0707,2.7655,2.5431,1.6947999999999999,1.7252999999999998,2.0
17,4,9,2.0545999999999998,2.2866,2.0718,2.1177,2.2202,1.0
10,4,10,1.8778000000000001,2.3071,1.8743,2.6288,1.1179999999999999,2.0
10,0,9,1.3759000000000001,2.2937,2.7957,2.0593,1.7457,1.0
12,12,0,2.1087,1.613,2.613,1.6491000000000002,2.5869,2.0
14,14,14,2.0498000000000003,2.1388,1.9843,1.2436,1.2511,3.0
10,4,12,1.2981,2.551,1.8951,2.7,1.1127,1.0
9,9,3,1.8018,2.9222,1.2832000000000001,1.3856,1.2762,2.0
0,4,12,1.8455,2.5639,1.2035,2.6592000000000002,0.9754,1.0
12,4,12,1.2003,2.7996,1.8545,1.912,1.4257,2.0
12,12,12,1.5760999999999998,2.1508,1.9191,1.7653,1.9477,3.0
15,2,3,2.6859,2.3912,1.7670000000000001,1.7650000000000001,0.4944,1.0
10,10,3,1.9434,2.6390000000000002,1.4716,1.7793999999999999,1.316,2.0
1,1,1,1.3774,2.1278,1.5816,1.3805,2.0608,3.0
8,10,10,2.0968,2.3034,1.2186000000000001,1.2187,1.9941999999999998,2.0
2,14,5,1.2715,1.5846,2.5088999999999997,2.5563,2.1067,1.0
12,12,5,2.0172999999999996,1.8187,2.7755,1.6797,2.2908999999999997,2.0
10,2,5,2.1102,2.2007000000000003,2.7474,2.258,1.2034,1.0
9,10,9,2.3363,2.7571,1.943,1.0247,2.0293,2.0
9,9,9,1.8186,2.7536,1.9977,1.3048,1.9155,3.0
9,10,10,2.5195,2.5854,1.0311000000000001,1.2848,1.496,2.0
10,15,0,2.0825,1.6007000000000002,1.9548,2.7196000000000002,1.7845,1.0
0,16,0,2.1559,1.2101,1.4538000000000002,2.6273,1.8508,2.0
11,11,11,1.6886999999999999,2.1975,1.6159999999999999,0.7912000000000001,2.1609,3.0
6,1,12,0.9841,2.4546,1.0243,2.6029,2.1858,1.0
0,15,10,2.677,1.9074999999999998,0.5485000000000001,2.7238,1.0133,1.0
2,12,9,1.7326000000000001,1.4413999999999998,2.4749,2.3579,2.7536,1.0
17,1,3,1.8214000000000001,2.4996,0.8909999999999999,2.1191,1.9954999999999998,1.0
17,10,10,2.5034,2.1065,0.5598000000000001,1.7077,1.9909,2.0
0,2,18,2.7591,2.1761999999999997,1.8971,1.9797000000000002,0.9255,1.0
14,12,14,2.5556,1.7357,1.9156,1.2909000000000002,1.7026,2.0
9,8,9,2.1527000000000003,2.2391,2.5873999999999997,0.9065,1.8537,2.0
7,7,7,1.931,0.9926999999999999,1.9933,0.6656,2.1334999999999997,3.0
