var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
7,6,6,16,17,4.4974,1.9200000000000002,3.2721999999999998,1.7908999999999997,2.6075,2.0
3,0,2,5,2,3.4929999999999994,2.6293,3.4301,3.8458000000000006,2.3604,2.0
10,10,18,18,10,2.6618999999999997,4.1046,4.3385,2.6457,1.6282,4.0
10,17,6,0,8,1.8937000000000002,2.6323,4.3057,4.1884,3.7898,1.0
9,10,3,18,18,4.2061,4.3804,3.6190999999999995,1.5403,1.2646,2.0
18,18,18,18,18,2.8613,3.5846,3.8072999999999997,2.3529,1.5397999999999998,5.0
10,10,9,18,18,3.2763999999999998,4.1776,4.2603,2.0568999999999997,1.5545,3.0
0,0,7,8,18,4.3514,3.4612999999999996,2.3969000000000005,3.0744000000000002,1.8275000000000001,2.0
6,18,6,18,8,2.5332,3.6358999999999995,3.822,3.6022000000000003,3.503,3.0
9,14,5,15,9,2.9484999999999997,4.199,2.4464,1.9504,3.6487000000000003,2.0
13,11,6,5,6,3.4424,1.7058,4.6023,2.8464,3.122,2.0
8,14,6,7,0,2.4134,3.485,4.314,2.2899000000000003,4.5613,1.0
17,14,17,7,0,2.1952,3.3447,3.5033999999999996,2.1472999999999995,4.4418999999999995,2.0
17,0,15,16,2,3.9245,3.3890000000000002,2.1742,3.1485000000000003,3.3951,1.0
12,14,5,12,3,2.0896,4.2516,2.5602,1.4808999999999999,4.2026,2.0
15,0,2,5,6,4.3148,2.0727,4.250500000000001,2.8902,1.9856999999999998,1.0
7,6,6,7,6,3.5016,1.9791,3.4791,2.0728999999999997,3.6242,4.0
8,8,6,8,0,3.2706999999999997,3.014,3.3417,2.5125,4.2258,3.0
7,0,2,6,6,4.3575,1.7656,4.2849,1.6301999999999999,1.6662000000000001,2.0
15,6,6,6,18,4.550800000000001,2.0622,3.1025,1.9018000000000002,2.1609,3.0
15,16,6,5,18,4.3295,3.0561,3.5408999999999997,3.2092,2.2706,1.0
12,14,12,14,14,3.4962,3.8625,4.0751,0.39239999999999997,1.7767,4.0
6,16,6,0,16,2.3059000000000003,2.9925,3.4958,4.3187999999999995,3.7138999999999998,3.0
10,10,10,0,10,1.8318,3.7035000000000005,3.7020999999999997,3.4856,2.4412000000000003,4.0
7,14,9,5,0,3.0021,3.6929000000000003,4.529100000000001,2.0617,3.5462,1.0
10,10,15,10,10,2.2658,4.2328,2.8718,3.6185,2.9089,4.0
0,14,6,5,1,3.3478000000000003,3.6156999999999995,3.6229,3.4450999999999996,3.4103000000000003,1.0
6,18,6,7,3,1.5803000000000003,3.7148,3.4118,3.5403000000000002,4.4877,2.0
10,10,2,5,6,3.5554999999999994,2.4979,4.5288,3.0206,1.9136,2.0
10,18,17,5,5,1.6206000000000003,3.8493999999999997,4.5033,3.2724,3.2539999999999996,2.0
17,0,6,5,0,3.7085,3.141,3.549,3.5983,4.2139999999999995,2.0
15,6,6,5,6,4.2675,1.8246,3.4806,2.7691999999999997,3.0395,3.0
9,0,9,0,0,2.6588,3.8840000000000003,4.3292,2.7223000000000006,3.3813,4.0
9,14,5,15,10,3.0551999999999997,4.3866,3.3822,1.9952,3.2434000000000003,1.0
9,18,6,0,10,2.1624,3.8804000000000003,4.5019,3.1421,3.3183000000000002,1.0
6,0,6,15,6,3.5538999999999996,2.6427000000000005,3.5723000000000003,3.4573,3.7148000000000003,3.0
9,18,15,10,9,1.9924,4.3950000000000005,1.9775,3.1118,3.6595,2.0
6,18,6,0,0,1.9638,3.2233,4.2199,3.9446000000000003,4.3024000000000004,3.0
6,18,15,7,0,1.8748,3.8321,3.3428,3.5353000000000003,4.4138,1.0
17,9,9,9,9,2.6525,3.1795999999999998,1.4930999999999999,3.0409,3.9948,4.0
6,17,6,6,6,3.1841999999999997,1.718,4.1092,2.4048000000000003,3.1976,4.0
9,14,3,18,10,3.4101,4.5146,4.156,1.4501,1.9987,1.0
9,10,12,15,18,4.0918,4.320600000000001,3.1753,1.7913000000000001,1.7242,1.0
9,14,9,14,0,3.2277,4.0665,4.3193,1.2413,2.8008,3.0
12,12,15,15,15,2.3535,3.8416,2.3439,3.3144,3.3186,4.0
6,18,9,10,10,1.3357999999999999,4.3429,3.6148,3.2676000000000003,3.4401,2.0
15,9,6,5,11,4.182,2.3564000000000003,3.2165999999999997,3.4093999999999998,3.0574999999999997,1.0
6,1,6,8,8,2.4619,2.8762999999999996,2.9303,4.474399999999999,4.4337,3.0
17,6,6,5,9,3.3286999999999995,2.5563,2.1254,3.0293,4.3572999999999995,2.0
2,18,15,0,8,1.3349,3.2523,3.3255000000000003,4.517,4.204,1.0
10,15,6,0,6,2.3358999999999996,2.1626000000000003,4.638,3.1363,3.2927,2.0
0,16,16,16,0,4.3121,3.6572,2.8598,2.787,2.2412,4.0
17,18,15,7,3,1.8839000000000001,3.9591,2.4492,3.3004,4.3942,1.0
9,14,6,12,0,3.0982000000000003,3.7218,3.5191999999999997,2.1149000000000004,4.023,1.0
0,0,16,16,16,3.9251000000000005,3.6781,2.9175999999999997,3.0519000000000003,2.5406,4.0
19,6,6,6,19,3.9754000000000005,2.2739,2.4461000000000004,2.1448,2.816,4.0
6,1,6,0,1,1.8464,2.8583,3.5042999999999997,4.2618,4.3580000000000005,3.0
7,14,6,16,11,4.1792,2.6781,4.1072999999999995,1.7139000000000002,2.9124999999999996,1.0
10,18,2,5,5,2.2946999999999997,3.4141999999999997,4.8166,3.6471,2.4539,2.0
10,1,10,10,1,1.5374,3.5785,2.2146,4.1822,3.1075,4.0
2,18,0,0,16,0.6997,3.2575000000000003,3.3724,4.5662,3.6761,2.0
9,16,3,8,5,3.4396999999999998,4.2618,3.3162,2.9210000000000003,2.1619,1.0
9,2,5,5,9,2.4218,4.3614,2.2144,1.9686,3.5340000000000003,3.0
6,8,6,8,8,2.985,2.8495999999999997,2.7225,3.6602,4.2958,4.0
0,18,15,10,1,2.3287,4.2954,2.1633999999999998,4.088,3.181,1.0
10,18,0,5,8,1.7799000000000003,3.8263999999999996,3.5813,4.4303,3.1923,1.0
2,16,0,15,16,2.0421,3.3201,2.3388,4.5148,3.0897,2.0
10,18,3,3,1,1.9882000000000002,4.4523,4.154100000000001,3.2327,2.3472999999999997,2.0
12,18,9,0,5,1.0817999999999999,4.3055,4.9234,2.6629000000000005,3.3453,1.0
15,9,6,9,11,4.1236,2.1550000000000002,2.4351,3.3810000000000002,3.0612999999999997,2.0
9,16,12,16,11,4.6446000000000005,3.5456000000000003,3.3011,1.5252,1.2914999999999999,2.0
0,9,15,5,8,3.335,3.3373999999999997,1.9794,4.4412,3.6614,1.0
6,17,6,0,6,2.3106,1.8665,4.2977,3.3712,3.9865,3.0
6,0,6,0,0,2.6287,2.9730000000000003,3.9576,3.9303,4.3683,4.0
17,9,15,10,8,2.6161,3.3194,1.1194000000000002,4.3508,4.3721,1.0
9,0,16,5,11,4.1122,3.5564,3.6261,2.3403,2.973,1.0
18,18,16,18,18,3.3517,3.8318999999999996,3.4841999999999995,2.034,1.8517,4.0
9,18,15,3,1,2.1003,4.6351,3.4461999999999997,2.9467,3.1837999999999997,1.0
0,7,6,5,8,2.9901999999999997,2.9074999999999998,3.4765,4.3732,3.2462,1.0
6,14,6,0,0,2.2973999999999997,3.0264,4.1895,3.4149000000000003,4.5323,3.0
0,0,15,15,0,3.7651,3.736,2.5063,3.8017000000000003,3.3932,4.0
10,18,2,5,16,2.378,3.2251,4.485200000000001,3.9334,2.4855,1.0
10,0,0,0,0,2.0572999999999997,3.3756000000000004,3.6879999999999997,4.089300000000001,3.3392000000000004,4.0
9,9,16,15,8,3.36,3.7995,2.3504,3.3051,3.5161000000000002,2.0
13,18,6,5,11,3.183,2.4987,4.3945,3.0335,3.3101999999999996,1.0
17,9,15,15,19,3.3349,3.3608,1.2536,3.7279000000000004,4.034199999999999,2.0
9,14,15,14,0,3.5173,3.8787,3.4564,1.7865,3.1994000000000002,2.0
6,6,6,5,6,3.5327,1.9218,3.3766999999999996,3.0796,3.9631,4.0
6,6,6,6,2,3.5093,2.2281,2.5734,2.7167000000000003,3.4419,4.0
0,0,5,16,0,4.1747,3.6576,2.8592,2.7163000000000004,2.8385000000000002,3.0
2,7,0,0,0,1.0485,2.5673,3.4871,4.3645000000000005,3.6742000000000004,3.0
0,0,0,10,0,2.6954,3.795,2.0605,4.0696,3.1417,4.0
0,0,2,2,0,4.1963,2.4987,3.7126,2.9528,1.8597000000000001,4.0
8,18,9,7,8,1.4015000000000002,4.1465000000000005,4.2843,2.6932,3.9126,2.0
8,0,15,15,0,3.1711,3.7278,3.1423,3.1025,4.1027,3.0
10,18,0,10,0,1.4831,4.0324,3.0143999999999997,4.1247,3.2131000000000003,3.0
10,0,2,5,0,3.3978,2.9546,4.4249,3.5924000000000005,2.7289,2.0
10,0,2,0,0,2.7756,2.7352000000000003,4.5236,3.6911000000000005,2.7936,3.0
0,0,3,3,0,3.4173,3.9987,3.3810000000000002,3.0256,2.5374000000000003,4.0
0,0,6,6,0,4.1472999999999995,2.9781999999999997,3.482,2.9408000000000003,2.7836000000000003,4.0
10,18,3,5,5,2.3554,4.1924,4.4672,3.5095,2.6037,2.0
10,10,5,5,10,2.8651,4.1395,3.7839,2.987,2.7789,4.0
8,0,6,0,0,2.6797,3.1185,4.3065,3.208,4.282,3.0
6,9,6,5,8,2.8440000000000003,2.888,2.9192,4.4709,4.4611,2.0
17,6,6,5,0,3.7104999999999997,2.5143,2.9406,3.2203999999999997,4.3515999999999995,2.0
6,6,6,16,6,3.8977000000000004,1.8438,3.2419000000000002,2.5057,3.4232,4.0
9,18,9,5,5,2.1778999999999997,4.563000000000001,4.6222,2.6783,3.0416,3.0
2,18,6,0,0,1.7236,2.9755000000000003,4.2485,4.0982,4.2242,2.0
12,18,9,18,5,1.8859,4.737,4.7958,1.8951,2.5622,2.0
10,10,2,2,10,3.2516999999999996,2.9026,4.5025,2.6496,1.2602,4.0
10,18,6,5,5,2.2454,3.7927999999999997,4.6551,3.904,3.3701,2.0
0,1,2,2,0,3.6308,2.1677999999999997,3.4400999999999997,3.1323,2.1109,3.0
10,10,9,10,10,1.9762,4.4206,3.7346999999999997,3.0733,2.5103,4.0
10,18,15,10,5,1.5599,4.2756,3.1651999999999996,4.0172,3.3707000000000003,2.0
8,18,6,0,0,2.0148,3.3688000000000002,4.5688,3.2223000000000006,4.2161,2.0
12,14,6,2,6,3.4503000000000004,2.5225,4.5602,1.573,2.9120999999999997,2.0
0,9,0,0,0,2.4325,3.103,2.327,4.2624,3.3757,4.0
0,9,6,8,11,4.103400000000001,2.641,2.4398,3.7346,3.0805,1.0
9,0,3,18,6,4.2963000000000005,3.5877,3.9296999999999995,1.7377000000000002,1.7561999999999998,1.0
0,0,0,0,0,2.6047,3.3885,2.9964,4.048500000000001,3.2019,5.0
6,14,15,15,3,2.3402999999999996,3.8141000000000003,2.4416,3.3078,4.423,2.0
10,16,6,8,1,3.175,3.5824,3.437,4.101,2.8019,1.0
0,0,15,18,1,3.707,4.0701,2.7094,3.2848,2.524,2.0
12,14,5,7,0,2.276,4.118399999999999,3.7512,1.7236,4.1727,1.0
10,10,10,10,10,1.9225,4.11,2.7662,3.5067,2.3810000000000002,5.0
9,0,9,18,0,3.4629,4.3155,4.2016,1.9545000000000001,2.5982,3.0
10,16,0,0,1,1.8725999999999998,3.5911,3.2474,4.303100000000001,2.6008,2.0
