var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
8,7,12,4,5,10,2,9,3.7521,6.6213999999999995,7.221100000000001,5.5977,6.1549,1.0
12,2,0,2,5,2,2,9,3.0231,6.9334999999999996,7.2649,5.7826,6.8187999999999995,4.0
7,7,6,6,10,7,10,11,5.505699999999999,7.373100000000001,4.313400000000001,4.1395,3.7422,5.0
0,7,0,0,10,7,10,3,5.1133999999999995,7.219499999999999,3.8482000000000003,5.9331,5.1783,5.0
13,8,12,5,5,8,12,9,3.9753,4.5493,7.257300000000001,5.382300000000001,3.9486,4.0
15,2,13,3,5,19,18,9,5.3497,4.6278,6.7912,4.9468,5.032299999999999,1.0
2,8,9,2,16,19,2,13,3.9451999999999994,5.0493,5.9982999999999995,6.7105999999999995,5.6049999999999995,3.0
0,7,3,11,16,1,2,4,5.177499999999999,6.450099999999999,4.1004,6.4502999999999995,5.5648,1.0
17,2,17,2,19,10,17,2,3.1310000000000002,6.3999999999999995,5.0212,6.284400000000001,7.174600000000001,5.0
2,2,13,3,0,13,3,13,3.7426999999999997,5.4977,6.2238999999999995,6.2936000000000005,6.2032,5.0
0,2,19,19,0,11,0,2,4.1097,6.6604,4.1093,5.789899999999999,6.2778,5.0
12,7,17,13,12,10,2,3,3.8209999999999997,7.1799,5.8929,4.5292,6.8754,2.0
2,2,13,11,16,11,2,13,3.7467,5.889099999999999,5.4887,6.728599999999999,6.9801,5.0
9,7,6,4,0,7,3,3,4.4136,7.4376999999999995,6.029800000000001,5.2154,4.5951,3.0
3,8,2,4,8,2,3,3,3.4827000000000004,5.0658,6.2277000000000005,6.214899999999999,3.9623,5.0
10,2,15,2,0,13,2,3,4.1402,6.5621,7.2271,5.7359,5.1291,3.0
17,2,18,2,18,11,10,4,3.3326000000000007,6.464099999999999,3.956,7.116299999999999,6.1841,3.0
6,2,0,13,18,10,14,8,2.4745,6.8568,5.4712,5.9176,7.6397,1.0
8,1,19,3,13,13,0,3,5.178,6.434500000000001,6.026999999999999,3.0912999999999995,5.6835,3.0
9,7,6,6,1,15,1,3,5.4981,7.2675,5.9073,3.5904000000000003,3.5754,3.0
10,19,0,4,19,11,10,11,3.4938,7.0798,5.8856,6.476000000000001,5.4162,4.0
7,7,7,4,13,13,2,7,4.570100000000001,6.6333,6.5288,4.3563,4.3622,5.0
9,1,0,11,5,19,16,4,5.9809,6.025600000000001,5.2051,3.6391999999999998,5.1811,1.0
15,1,10,3,5,8,18,15,6.8921,3.9856000000000003,6.864599999999999,2.7199000000000004,3.5204999999999997,2.0
0,7,0,0,10,8,10,8,5.4251000000000005,6.397399999999999,3.6964,5.5016,4.6245,5.0
12,2,7,3,1,12,2,3,4.0699,6.5112,7.467000000000001,4.1973,5.306500000000001,4.0
12,2,17,11,19,3,19,3,2.8498,7.3233999999999995,5.1162,5.2123,6.9197999999999995,3.0
2,5,5,2,5,1,2,19,3.3961999999999994,5.6073,4.4676,6.878900000000001,6.036,5.0
9,7,7,11,7,11,2,9,4.3494,6.9056999999999995,6.133100000000001,4.6396,5.4169,5.0
9,7,19,18,5,11,10,13,4.3994,7.3857,4.2526,6.4164,6.1168,1.0
0,1,19,6,10,13,10,3,6.252,7.2891,4.2808,3.9088000000000003,3.7484,2.0
8,2,0,3,19,10,14,19,2.9673,6.6097,6.7132000000000005,5.728800000000001,7.432399999999999,2.0
10,8,12,3,19,8,12,3,3.6189,5.2422,7.3756,6.4453000000000005,4.4501,4.0
0,7,3,0,16,9,16,15,5.988099999999999,4.911300000000001,3.7584999999999997,5.3467,5.1376,3.0
0,7,0,7,0,17,0,17,4.8833,6.382499999999999,4.6975,5.1783,4.6543,6.0
2,5,0,11,5,11,2,11,3.891,5.8705,4.8964,5.9581,6.989,5.0
9,1,6,6,13,13,6,16,6.560899999999999,6.0458,6.0833,1.3453,2.3484,4.0
17,2,9,11,5,10,10,11,4.425,6.742,4.6453,5.9338999999999995,7.342600000000001,3.0
6,7,9,4,16,1,11,19,3.5721000000000007,6.4803999999999995,5.649,6.9817,5.9308000000000005,1.0
12,19,6,11,19,11,12,11,3.6557999999999997,7.2928999999999995,5.628699999999999,4.6326,5.0723,5.0
9,1,0,0,15,9,10,15,5.4775,6.359700000000001,3.5137000000000005,3.8974,5.5554,4.0
17,7,0,11,5,9,16,11,5.478099999999999,6.251600000000001,4.1869,5.1366000000000005,6.7097999999999995,2.0
10,2,15,2,0,2,2,3,3.3068,6.6011,7.3913,6.343999999999999,5.563899999999999,4.0
10,7,10,4,10,10,19,7,4.2552,6.8021,6.008900000000001,5.2675,4.194,5.0
15,2,16,2,16,8,16,15,6.1836,4.0038,6.0539000000000005,4.1173,3.8597,5.0
6,2,0,13,5,11,10,13,3.4825,6.923299999999999,4.979099999999999,6.6947,7.341000000000001,2.0
9,1,19,13,10,1,10,3,5.4144,7.6587000000000005,4.1625,4.1653,5.1033,3.0
0,2,12,2,0,11,12,3,3.9395999999999995,6.4014999999999995,6.434799999999999,6.9493,5.1338,4.0
0,2,0,18,19,2,14,3,2.9463999999999997,7.0022,5.950000000000001,6.727600000000001,6.4684,3.0
7,7,6,6,13,13,6,15,6.687899999999999,5.3036,5.9687,2.2740000000000005,2.5343,5.0
0,18,0,16,16,10,16,16,5.0707,4.869199999999999,6.1370000000000005,4.4167000000000005,5.1431,5.0
9,1,7,4,10,12,2,3,5.1834,7.2935,6.6855,3.5834,3.8862999999999994,1.0
2,2,12,2,5,10,2,3,3.5354,6.021199999999999,7.042800000000001,6.6087,6.5471,4.0
9,2,6,13,6,10,2,3,4.128299999999999,7.5853,6.0322000000000005,4.3767,5.8569,3.0
0,12,13,6,10,17,2,3,6.3108,6.1065,5.2381,4.33,3.2343,1.0
2,2,0,13,5,11,2,11,3.3129,6.604699999999999,5.8122,6.3214,7.276400000000001,4.0
0,7,19,6,10,17,10,15,6.650799999999999,6.1088,4.0397,4.370099999999999,3.2412,2.0
0,1,1,11,11,15,10,15,6.165,6.1061,3.9313000000000002,3.4099000000000004,4.1332,4.0
0,7,19,3,16,10,2,15,5.4289000000000005,5.951499999999999,5.4914,5.433199999999999,5.8739,1.0
12,1,19,11,0,13,2,3,5.0933,7.1623,5.7076,3.6069,5.8125,1.0
7,2,0,11,16,10,2,13,4.3546,6.6095,5.8464,5.478000000000001,7.2325,2.0
0,7,6,11,10,4,10,11,5.648799999999999,7.4361999999999995,3.5717000000000003,4.9988,4.3822,3.0
0,2,19,4,19,2,4,13,3.3093999999999997,6.792199999999999,4.7444999999999995,7.110099999999999,6.3321,4.0
12,2,0,4,19,12,11,3,3.2248,7.010000000000001,7.2164,5.4893,5.7976,2.0
10,8,12,2,8,8,16,3,5.1853,4.249,7.073600000000001,5.1213,3.2693000000000003,3.0
9,1,6,11,10,13,2,3,6.1034999999999995,7.4655000000000005,5.523499999999999,2.6913,4.132499999999999,1.0
6,2,17,0,5,11,10,19,3.6158,6.4528,4.5441,6.8293,7.1431,1.0
15,1,6,11,10,18,18,4,6.786499999999999,5.8183,4.979799999999999,2.3651999999999997,2.9728000000000003,2.0
2,2,13,2,5,2,3,3,3.1595000000000004,5.7754,6.7551,6.8608,6.2986,5.0
10,8,0,3,19,2,12,3,2.8131999999999993,6.244,7.268800000000001,6.7689,5.6662,2.0
8,18,10,3,13,10,18,13,4.456200000000001,4.9192,6.8164,3.7262000000000004,5.7095,4.0
10,2,13,4,0,1,2,3,4.1723,6.3711,6.9247000000000005,6.752400000000001,5.3892,2.0
0,2,0,2,0,1,2,4,4.5232,6.653299999999999,5.5132,6.823,5.7875,5.0
0,8,13,2,16,11,10,3,4.7517000000000005,5.9302,5.5993,6.9254999999999995,4.8242,1.0
7,1,12,3,7,12,1,3,5.1560999999999995,5.603,7.0774,3.9112999999999998,4.6544,5.0
9,7,6,11,18,1,10,13,4.7685,7.3496,3.9944,5.6018,5.394399999999999,1.0
12,7,10,3,0,13,16,9,5.083899999999999,5.8791,6.9563,3.6229999999999998,4.9403,1.0
10,7,0,3,16,10,10,3,4.3042,6.7649,6.2504,6.299900000000001,6.4211,4.0
2,2,9,4,16,9,2,3,3.4505,6.282,5.9144000000000005,6.7994,6.9822,4.0
17,2,0,13,5,10,10,8,3.8295,6.943099999999999,4.6758999999999995,5.7762,7.4257,2.0
0,14,8,4,0,1,10,4,4.8064,6.5555,4.049,6.904999999999999,4.153,3.0
2,2,13,11,16,11,4,13,3.5527,5.8126999999999995,4.751799999999999,6.893699999999999,7.0807,4.0
15,1,11,7,1,16,16,15,6.9663,4.0847,5.5071,1.6748,2.6932000000000005,4.0
6,2,0,3,0,2,16,3,3.7195,5.934500000000001,6.8895,5.8404,6.839200000000001,4.0
12,2,0,4,0,13,2,3,4.0267,7.0948,7.1795,5.157900000000001,5.9303,3.0
9,2,19,4,19,4,2,3,3.8332999999999995,7.2702,6.0905000000000005,6.0108999999999995,6.2852,4.0
17,1,0,0,8,13,16,15,6.523199999999999,4.5492,4.8818,2.9493,4.8115,2.0
12,7,19,4,16,7,2,3,4.0119,7.353699999999999,5.863700000000001,5.6254,6.05,2.0
6,2,0,2,19,4,12,13,2.8689999999999998,6.5073,5.866199999999999,7.2498000000000005,6.9164,2.0
17,18,13,3,5,9,2,15,4.776199999999999,4.6359,5.466200000000001,5.5157,6.486399999999999,1.0
