var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
9,7,5,9,5,2.4218,4.3782,4.7031,2.1898,3.0161,3.0
2,7,5,2,2,2.613,2.7806999999999995,4.405200000000001,3.6803,3.4354999999999998,3.0
15,15,5,15,15,4.010400000000001,3.5311,2.8662,3.3178,2.5726999999999998,4.0
12,12,5,5,12,3.2478,3.9124,3.8385000000000002,2.1153999999999997,2.8528,4.0
10,15,5,9,5,2.2911,4.3164,4.2853,3.3031,2.6856999999999998,2.0
9,2,5,9,5,2.1144,4.6366000000000005,4.3307,2.5519000000000003,3.2013,3.0
9,12,5,12,17,3.5795999999999997,4.2379,4.0694,2.3321,2.493,2.0
7,3,5,6,13,4.0626999999999995,2.6335,4.2625,2.0542,2.8414,1.0
0,11,5,0,0,2.0962,4.2344,2.8281,4.548,3.0250999999999997,3.0
17,3,5,13,13,4.204400000000001,2.3971,3.0813,1.8131,2.5977,2.0
7,17,5,6,2,3.2076,3.0251,4.4604,3.6131,4.1534,1.0
6,17,5,15,2,2.5275,3.3571999999999997,3.5795999999999997,4.3092,4.6684,1.0
0,2,0,2,0,2.5347,3.6620999999999997,3.1088,3.8792999999999997,2.5595,4.0
17,2,5,5,2,2.8678999999999997,4.0036,2.955,3.3941,4.3961,3.0
0,15,5,3,16,3.7388999999999997,4.3241,2.2848,3.8681,2.2495000000000003,1.0
8,17,5,9,17,2.2576,3.7881000000000005,4.7779,2.6752,4.1045,2.0
2,2,9,2,2,1.6599,3.1273999999999997,3.5358,3.2931,3.5206,4.0
0,12,5,0,0,2.5166000000000004,3.8037,3.2329,4.2777,2.659,3.0
10,17,5,6,0,2.3369000000000004,3.3354,4.6616,4.3258,3.7681999999999998,1.0
12,3,5,12,12,3.5492,4.1655,3.9723000000000006,1.1769,2.0903,3.0
12,2,5,16,2,2.5154,4.4447,3.8891999999999998,2.866,4.0198,2.0
7,7,7,6,2,3.3938,2.8875,3.5347999999999997,2.8211,3.7997,3.0
17,12,5,6,14,3.8745000000000003,2.3849000000000005,3.5806,3.3316,3.2818,1.0
8,17,5,17,17,2.0763999999999996,3.3612,4.4159,2.5953999999999997,4.3909,3.0
17,0,5,5,9,3.5666,3.5422000000000002,2.3384,2.8244999999999996,4.1044,2.0
10,2,0,9,0,1.4944,4.5113,3.8491,3.6252,3.2105,2.0
13,7,5,6,13,3.5254000000000003,2.1463,4.6265,2.531,3.2654,2.0
13,17,5,6,13,3.4030000000000005,1.8007,4.6437,3.0631999999999997,3.5078,2.0
6,11,0,15,16,2.1291,4.2087,1.6843,4.5149,3.9734,1.0
9,17,5,5,12,3.4204,3.7569,3.6990000000000003,2.3781,3.2150999999999996,2.0
