var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
6,16,2,2,2,2,6,16,2.8964,5.7812,6.420800000000001,7.1687,6.6093,6.0
17,12,2,11,11,2,11,11,5.1567,5.303299999999999,5.057799999999999,5.032,7.1127,5.0
3,4,2,2,4,3,11,10,4.0277,6.6986,6.051,7.3839,5.2928999999999995,4.0
0,4,2,2,4,2,11,4,4.6436,7.017599999999999,5.661300000000001,6.9818999999999996,5.626399999999999,5.0
12,2,2,3,9,12,11,9,4.4426000000000005,6.903199999999999,7.4511,4.687,5.318099999999999,4.0
0,2,2,6,7,2,1,15,5.6008000000000004,7.1404,4.8206999999999995,5.8383,4.4488,3.0
0,4,2,2,4,2,1,15,4.6829,7.1015999999999995,5.4945,6.970799999999999,5.2509999999999994,4.0
11,10,2,11,4,10,11,2,4.0121,7.4238,4.7699,5.127000000000001,6.5071,5.0
12,12,2,11,10,2,11,9,4.4761,6.8321,6.5927,4.967700000000001,7.1429,4.0
12,12,12,12,3,2,2,3,4.2674,5.8696,4.772799999999999,4.5841,6.4894,6.0
15,12,2,11,2,2,11,11,5.4860999999999995,5.179199999999999,6.3777,5.236399999999999,5.979699999999999,5.0
17,12,12,3,13,13,12,19,6.610099999999999,2.4033,6.1269,3.0453,5.0644,4.0
2,12,2,0,6,11,11,4,3.9703,5.4737,4.7316,6.954099999999999,7.1944,3.0
6,12,2,12,6,2,6,19,4.721299999999999,4.8755,5.5066,6.0230999999999995,6.9219,5.0
17,12,2,3,17,2,17,18,5.3668,4.5167,5.9973,4.779400000000001,6.682099999999999,4.0
9,2,2,2,18,2,19,19,5.8241,5.9207,6.2825999999999995,4.1194,4.9155999999999995,5.0
0,12,2,3,5,9,13,19,6.42,4.3954,6.255000000000001,4.8434,5.2649,1.0
15,15,4,11,15,2,11,15,5.8142,6.182899999999999,4.646199999999999,5.406499999999999,4.6898,5.0
17,12,17,11,17,9,12,11,6.2898,4.7658000000000005,4.2915,3.4242,5.9665,5.0
15,2,2,0,15,2,2,15,5.8478,6.1782,4.7780000000000005,5.2895,4.8588,6.0
7,12,2,4,14,13,11,19,6.3896,4.0424,6.9019,4.0619,4.749899999999999,1.0
6,12,2,18,1,3,11,3,4.4206,6.233199999999999,4.6864,6.6099,7.2754,2.0
0,2,2,11,15,2,11,3,6.0123,6.839899999999999,5.248799999999999,5.2273,5.0381,4.0
10,4,2,4,4,17,4,16,3.5845,7.3168,7.2228,6.337300000000001,5.3783,4.0
12,2,2,6,8,17,11,13,4.8416999999999994,7.279299999999999,7.1309000000000005,3.8767,4.7519,2.0
0,2,2,2,2,2,2,16,4.571,6.7658,6.219100000000001,6.372,5.2657,6.0
2,12,2,2,3,0,11,16,3.4147000000000003,6.1758,6.467200000000001,7.002800000000001,6.856300000000001,3.0
10,0,2,4,4,0,10,2,2.9063000000000003,7.2598,6.4513,6.2316,5.0603,5.0
0,12,2,2,1,2,1,19,5.8948,5.4089,5.4021,6.105099999999999,5.8749,4.0
13,12,2,4,5,9,11,19,5.4982,4.8509,7.008300000000001,5.409800000000001,5.777299999999999,1.0
0,1,2,0,6,17,0,15,4.6544,6.6985,3.4000999999999997,6.521500000000001,6.099099999999999,3.0
15,2,2,4,9,10,11,9,4.3854999999999995,6.9474,7.1862,6.0256,4.8698,3.0
14,2,2,2,14,2,2,19,5.9799999999999995,5.2098,5.8105,4.2015,4.5163,6.0
0,2,2,6,5,9,11,17,5.362900000000001,7.0123,6.1511,5.5212,4.413399999999999,2.0
0,2,2,4,7,15,11,19,6.2318999999999996,5.907299999999999,5.7965,5.292400000000001,4.0676,2.0
6,12,2,3,5,2,11,13,4.2703999999999995,5.8358,7.221800000000001,6.2697,7.1913,2.0
7,1,7,11,1,13,11,1,4.8507,6.1838,4.7193,4.0588,6.1519,5.0
15,2,2,11,14,15,11,11,6.6375,5.0335,5.7734,3.797,4.1163,5.0
2,4,2,2,9,0,0,16,2.9788,6.5912,6.083500000000001,7.2598,5.8585,4.0
10,4,2,3,2,2,2,13,3.4620999999999995,6.6424,7.181500000000001,6.121199999999999,6.1058,4.0
10,10,2,2,10,2,10,18,4.5332,6.2054,6.273000000000001,5.1739999999999995,5.9841999999999995,6.0
0,12,2,18,6,16,11,3,5.0234,6.408499999999999,4.6123,6.7591,6.0441,1.0
0,12,2,11,15,3,11,15,5.831799999999999,6.1308,4.422,5.905799999999999,5.8112,3.0
12,11,2,13,18,17,11,9,3.6548999999999996,7.325799999999999,6.3005,4.1519,7.100500000000001,2.0
2,12,2,3,6,2,11,3,4.5003,5.5881,6.3573,6.6149000000000004,7.2398,4.0
8,1,2,2,4,4,1,1,3.5225000000000004,7.3583,5.5367999999999995,5.8483,6.2221,5.0
6,1,2,11,18,9,11,16,3.9711000000000003,7.1244,4.9677,6.036900000000001,7.367900000000001,2.0
3,12,2,18,5,2,11,16,4.3013,5.924799999999999,6.446200000000001,7.119400000000001,6.2293,2.0
2,11,2,2,18,2,11,4,3.7249,6.258699999999999,5.5484,6.1066,7.3675999999999995,5.0
9,2,2,4,4,4,6,10,4.053,7.6085,6.1553,5.8292,4.8809000000000005,4.0
8,12,2,3,9,2,11,12,4.202999999999999,6.104,7.362800000000001,5.582199999999999,7.0855,3.0
6,15,2,2,6,10,1,10,3.9453,6.3608,5.3734,7.2604999999999995,6.0942,4.0
12,1,4,11,4,16,9,1,3.3022,7.7837,4.257499999999999,5.2262,5.5546,3.0
17,12,2,3,13,13,12,19,6.656499999999999,3.0889,6.5575,3.3397,5.4848,3.0
17,4,2,18,1,0,1,10,3.7737000000000003,7.046100000000001,4.9052,6.7656,6.2144,2.0
6,1,2,11,1,3,11,3,4.352600000000001,6.972699999999999,4.011799999999999,6.136699999999999,7.2968,4.0
6,1,2,3,1,2,6,16,3.4427,6.5808,5.6156,6.7721,7.4387,4.0
17,12,2,3,14,13,12,19,6.821599999999999,3.3124000000000002,6.2575,3.4083,5.2802,2.0
15,12,2,2,15,2,11,15,5.8258,5.677499999999999,6.0642000000000005,5.9473,5.362799999999999,5.0
0,1,2,18,4,16,0,2,3.9936000000000003,7.3976,3.0753,6.814100000000001,5.4611,3.0
8,4,2,4,9,0,6,13,2.6376,7.109200000000001,7.453900000000001,5.9496,6.0697,2.0
6,12,2,3,18,2,11,9,4.2146,6.0573999999999995,6.6891,6.1537,7.4613000000000005,2.0
6,2,2,2,6,1,6,2,3.8578,6.3894,5.596699999999999,6.240900000000001,6.2489,6.0
8,12,2,3,10,9,13,19,5.638,4.6237,6.6776,3.7993999999999994,6.449199999999999,1.0
2,12,2,11,3,2,11,15,4.2532000000000005,6.2211,5.1737,6.3482,7.4517,4.0
8,4,2,2,2,8,11,4,3.376499999999999,6.7444,6.272500000000001,6.0732,6.2614,5.0
10,2,2,3,5,12,11,9,4.8809000000000005,6.529599999999999,7.4397,5.4099,4.8248,2.0
9,2,2,3,5,13,17,9,5.4301,5.7832,7.355199999999999,3.8059,4.3016,3.0
15,2,2,2,8,3,11,10,5.4331000000000005,6.4936,6.3044,5.8264,4.5027,3.0
15,11,2,11,8,17,11,18,5.8812999999999995,5.7667,6.1406,3.943,5.6469,3.0
0,2,2,11,6,9,1,19,6.1567,6.1924,4.8144,5.4187,5.2524,2.0
9,10,2,11,19,9,11,12,5.0136,7.5799,4.627599999999999,4.4807999999999995,6.207300000000001,3.0
6,12,2,12,6,2,6,16,3.9234999999999998,5.7501,5.6299,6.786,7.2282,5.0
6,12,2,11,1,9,11,3,5.1735,6.366199999999999,4.8690999999999995,5.6615,7.3577,2.0
2,4,2,4,3,3,9,16,2.8380000000000005,6.850100000000001,5.1329,7.2322,6.0807,4.0
11,12,2,11,9,2,11,9,4.1868,6.503799999999999,6.566800000000001,5.696600000000001,6.9728,5.0
10,10,4,4,4,1,4,10,3.5111999999999997,7.1753,6.4229,5.2634,5.0769,6.0
6,1,2,2,6,2,6,16,3.4358,6.5496,5.8924,7.229,6.9601,5.0
0,2,2,11,1,3,1,3,5.512,7.133,3.8802999999999996,5.828,5.6611,4.0
12,2,2,3,10,2,11,9,4.2437000000000005,7.136299999999999,7.302600000000001,5.0403,6.3559,3.0
9,10,2,11,15,9,2,18,6.184399999999999,6.2940000000000005,4.6175999999999995,3.5768,5.5824,3.0
2,12,2,3,11,2,11,3,3.9145,5.758399999999999,5.9569,6.109399999999999,7.3664000000000005,5.0
0,4,2,11,7,9,1,1,5.0773,7.3005,4.6411999999999995,5.9809,5.6439,2.0
9,4,4,4,10,9,10,3,4.2867,7.6621999999999995,6.1396,4.6831,5.0847,5.0
12,4,2,3,8,17,11,19,5.094199999999999,6.1247,7.2139999999999995,4.338699999999999,5.4985,1.0
2,12,2,3,6,2,11,1,4.1821,5.5983,6.5936,6.841900000000001,7.4176,3.0
8,12,2,3,8,2,13,9,5.200500000000001,5.2184,7.3936,4.1798,5.933,3.0
11,2,2,2,10,2,11,10,4.1607,7.0149,6.693900000000001,5.8194,6.0746,6.0
9,2,2,4,4,4,11,4,4.569999999999999,7.608,5.5497000000000005,5.7391000000000005,5.1701,5.0
6,1,2,19,1,2,1,1,3.9693,6.8186,4.5561,6.1077,7.3628,5.0
10,4,2,3,3,2,11,16,3.7681,6.975099999999999,6.882700000000002,6.824400000000001,6.3561000000000005,3.0
10,1,2,4,1,0,6,16,3.0120000000000005,7.143700000000001,6.0175,6.9782,6.0468,2.0
9,12,2,11,5,9,11,19,6.0569999999999995,5.8065,6.0684000000000005,4.7619,6.1243,3.0
0,11,2,11,10,9,11,3,5.1855,7.0825,5.0599,4.7389,6.6891,3.0
9,11,2,11,18,2,11,15,4.7277,7.1701999999999995,5.171399999999999,4.8151,7.0277,4.0
13,12,2,4,8,13,12,13,5.6137,4.442,7.4394,3.6572,4.805999999999999,4.0
0,4,2,6,6,16,11,15,5.154,7.039599999999999,4.5487,6.5486,4.7912,2.0
12,11,2,11,9,1,11,9,3.607,7.0489,6.6214,4.4712,6.9234,4.0
9,4,2,18,3,0,11,16,3.4053,7.675000000000001,6.0295000000000005,6.401,6.068200000000001,1.0
0,2,2,2,1,4,1,2,5.126000000000001,7.0611999999999995,4.1331999999999995,6.0284,5.065,5.0
2,11,2,3,9,9,11,11,4.2372,5.265199999999999,6.6376,5.199600000000001,6.844899999999999,5.0
11,1,2,18,3,2,11,2,3.1906,7.327699999999999,4.7837,6.1568000000000005,7.0339,4.0
2,4,2,4,2,2,11,16,3.1807000000000003,6.6014,7.096200000000001,7.235199999999999,6.1238,5.0
10,2,2,2,2,2,4,1,3.7961,6.7872,7.300400000000001,5.9705,5.5422,5.0
0,2,2,0,15,15,13,15,6.560199999999999,5.3537,4.56,4.4856,3.697,5.0
0,12,2,4,18,9,11,19,5.692499999999999,5.672899999999999,5.8394,5.662000000000001,5.8729000000000005,1.0
2,12,2,5,5,2,11,9,4.3702,5.6163,7.028300000000001,6.160800000000001,6.1512,4.0
9,4,2,6,8,9,1,3,5.514799999999999,7.4151,5.901299999999999,4.3972,4.4167000000000005,2.0
12,4,2,11,10,4,4,9,3.7279,7.6044,5.8934,4.3632,6.3454,3.0
12,4,2,2,2,17,4,16,3.2902,7.1249,7.339300000000001,5.446899999999999,5.9171000000000005,4.0
0,2,2,2,2,16,2,16,4.5056,6.904599999999999,5.4247000000000005,6.4347,4.9039,6.0
2,1,2,3,3,2,11,13,3.0741,6.6072,6.1782,6.4298,7.4448,4.0
3,11,2,2,1,3,11,3,4.574800000000001,6.2655,5.0446,6.116299999999999,6.3445,5.0
10,4,2,16,4,2,4,9,4.098,6.6474,7.3436,5.5665000000000004,5.0341000000000005,4.0
12,12,2,2,4,2,11,15,4.4864,6.6193,6.5167,6.0855,6.3961,4.0
17,12,2,0,18,2,1,18,5.2808,5.219100000000001,4.9671,5.7303999999999995,7.0531,3.0
0,12,2,2,15,15,1,15,6.0434,5.6982,5.227399999999999,5.6378,4.6445,4.0
9,2,2,6,15,9,12,19,6.963599999999999,5.8598,5.928800000000001,3.0133,3.6209,3.0
0,4,2,4,4,17,11,16,4.367999999999999,7.356999999999999,6.508300000000001,6.7951999999999995,5.2327,3.0
9,17,2,3,8,12,11,19,6.2813,5.5165999999999995,6.9537,3.5106999999999995,4.684799999999999,1.0
6,12,2,3,6,3,6,16,3.8963,5.7324,5.9507,7.1152,7.3755999999999995,4.0
