var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
8,5,18,12,8,2.2583,2.848,4.723,3.4605,3.2171,2.0
17,0,0,12,4,4.2363,2.8123,2.4109,2.188,3.7745,2.0
10,2,18,1,2,1.4718,4.3931000000000004,3.7131999999999996,4.1875,3.612,2.0
17,10,0,4,2,3.4609,3.768,3.6117000000000004,3.3344,3.3601,1.0
9,1,9,1,1,3.7501,3.8968000000000003,2.6969,2.2819000000000003,3.1024000000000003,4.0
15,1,0,12,7,4.6154,3.0483000000000002,3.7131000000000003,3.2465,2.7941000000000003,1.0
2,2,18,14,2,1.2204,3.7143999999999995,3.9369,4.2088,3.8482,3.0
17,2,13,1,2,1.8520999999999999,3.8518,2.2671,3.4637,4.4671,2.0
12,2,2,12,2,1.7963,4.0081999999999995,3.5283,2.8205,4.036899999999999,4.0
9,15,18,4,1,3.4083,4.5553,4.3372,2.0846,1.8179,1.0
9,19,0,12,1,4.3083,3.7014,3.5985,1.8328,2.985,1.0
9,15,2,2,7,3.4490999999999996,4.6807,3.5313,2.1165,1.6671,2.0
12,8,0,12,12,3.6713999999999998,3.8310999999999997,3.6326,2.4816000000000003,3.3922,3.0
12,10,10,10,12,3.6346,4.4295,2.973,1.3378999999999999,2.5064,4.0
10,15,9,2,2,3.3055,3.7249999999999996,3.7607,3.5996,2.2487,2.0
2,2,18,11,2,1.3451,3.7335,3.7235,3.6834,4.3609,3.0
2,9,9,2,2,2.8902,3.0319000000000003,3.4177999999999997,4.366899999999999,2.9086,4.0
0,2,0,2,2,3.2714,4.0931,3.2215,3.8554,2.8735,4.0
17,3,14,12,2,3.0928,2.8181,3.7585,3.3285,4.34,1.0
13,13,17,17,13,2.7454,1.6749,4.4965,2.3636,2.4873000000000003,4.0
0,9,1,12,2,3.3870000000000005,2.7574,3.5677,4.3655,3.0429,1.0
9,9,9,12,12,4.097,3.1185,2.9292,3.1751,2.6122,4.0
12,1,14,12,13,3.4833999999999996,2.7691,4.4993,1.76,3.1448,2.0
8,8,8,7,7,3.1382999999999996,3.1787,3.0301000000000005,1.9564,3.9595000000000002,4.0
9,17,0,1,1,3.4765,4.5495,2.9444999999999997,1.9951000000000003,2.9467,2.0
0,0,2,2,2,3.3839,4.2787999999999995,2.3872,2.5476,2.3205,4.0
0,9,9,4,7,3.8346,3.5251,2.8634,4.4487000000000005,2.0231,2.0
6,2,2,1,2,1.2043,4.312,2.6335,3.6581,4.275,3.0
2,8,0,2,2,2.9385,3.7825999999999995,3.9187,3.7875,3.4496,3.0
2,5,1,12,2,1.9455,2.2436,3.783,4.5243,4.3727,2.0
15,9,9,12,9,4.1256,1.6703999999999999,3.0825000000000005,3.2198000000000007,2.3113,3.0
2,2,1,1,2,1.2334,3.4233,2.8024999999999998,4.4886,4.5094,4.0
8,8,18,4,18,1.8539000000000003,3.9379,4.423500000000001,3.2537,3.5732999999999997,3.0
0,2,10,2,12,3.6373,4.3222,2.5091,3.066,1.9717,2.0
15,15,11,17,1,4.348,3.0013,4.3301,1.7463,1.3619999999999999,2.0
17,17,8,11,2,3.0388,3.4524,2.4953,2.1412,4.2411,2.0
6,2,1,1,2,1.4736,3.6711,2.7739,4.335000000000001,4.5876,3.0
2,1,1,1,2,2.0526,3.1864999999999997,3.0772,4.0552,4.2037,4.0
10,15,10,2,8,3.4766,3.8276000000000003,4.4927,3.1653,0.9073,2.0
9,2,18,2,2,2.4352,4.6171999999999995,3.9323,3.2366,3.0189,3.0
0,12,0,12,0,3.3395,2.7986,2.6841,3.3939,2.7828,4.0
6,8,2,1,7,2.1867,4.4765,2.7722,3.3156,3.7131,1.0
9,8,10,2,1,4.1206,4.6347000000000005,3.913,1.7821,2.0885,1.0
2,2,9,12,2,2.2189,2.7755,2.9365,4.4557,4.5394,3.0
9,15,10,10,1,4.2166999999999994,4.4838,3.4524999999999997,1.2025,1.8505999999999998,2.0
17,1,9,2,7,4.1611,3.4392000000000005,2.5612,3.3278,3.0274,1.0
7,1,0,12,4,4.1767,2.7148000000000003,3.6450000000000005,2.0956,3.5311,1.0
8,18,8,12,2,2.9118,2.4459,3.2194,1.9456,4.443,2.0
7,9,9,12,2,3.6614000000000004,2.6127000000000002,3.6859999999999995,3.7203,3.2424,2.0
15,9,9,15,7,4.176200000000001,2.8617,2.6202,4.2972,1.9279000000000002,3.0
8,2,18,1,2,1.4252,4.3978,3.6576,3.4475000000000002,4.1842,2.0
15,15,16,15,7,4.458,3.451,2.9968,3.5137,1.1976,3.0
10,5,7,12,2,2.1778,2.5434,4.606400000000001,4.3482,3.2959,1.0
6,12,9,1,2,2.068,3.5075,1.9885000000000002,4.3248999999999995,4.4352,1.0
9,8,18,1,2,2.4002,4.7708,3.8516,3.269,3.5445,1.0
10,8,18,4,2,2.2405,4.4397,4.561000000000001,4.0222999999999995,3.0559,1.0
2,9,11,2,2,2.7456,2.9654,4.3543,4.0286,2.4625,3.0
2,8,18,1,2,1.6863,4.0955,3.7188,4.0788,4.0508,2.0
2,2,18,12,2,1.7262,3.3112999999999997,3.8682000000000003,4.2561,4.2997,3.0
2,2,9,2,2,2.214,3.4061,2.8678,4.246,3.7649,4.0
12,8,14,10,7,3.1719999999999997,4.5565,3.6471,1.9365999999999999,3.4824,1.0
10,9,9,15,8,3.2299,2.6561000000000003,3.2485,4.7005,1.783,2.0
0,12,0,12,12,3.9654000000000003,3.2954,2.2116,3.4289,3.0084,4.0
7,1,6,12,1,4.5689,2.3985,3.3554999999999997,1.5763,3.2392,2.0
15,9,10,2,8,4.036300000000001,3.2851,4.2251,3.4686,0.7218,1.0
17,3,9,12,2,3.2519,2.4792,2.8572,4.0578,4.3498,1.0
0,1,0,1,2,3.5033000000000003,3.9189,3.034,3.6990000000000003,3.2348999999999997,3.0
7,10,0,10,1,4.3853,3.7642,3.4334,1.1969999999999998,2.7172,2.0
15,1,10,2,1,4.6486,3.7822000000000005,3.7487,1.9391,1.5852,2.0
0,8,8,10,1,4.266299999999999,3.8259,2.4105,1.6645,2.8842,2.0
9,0,0,2,12,4.5354,4.2844999999999995,2.5585000000000004,1.8202000000000003,2.0286,2.0
8,8,8,12,8,3.3131999999999997,2.8176,3.9123000000000006,2.4639,3.4989,4.0
0,2,9,15,2,2.9801,3.4133,1.9220000000000002,4.5615,3.3324000000000003,2.0
12,12,7,12,7,2.5913,3.1430000000000002,3.4849,3.3148,3.3576,4.0
0,8,16,2,12,4.3438,4.2253,2.6531000000000002,3.0809,1.6905,1.0
0,8,16,15,7,4.1668,3.8625999999999996,2.4703,4.0669,2.1198,1.0
0,9,0,12,7,4.3826,3.1618,3.5974,4.0881,2.3713,2.0
2,2,2,2,2,1.5514,4.0016,3.1243000000000003,3.5347,3.5297,5.0
0,8,2,1,7,2.8316999999999997,4.6302,2.4851,3.2925,2.9173,1.0
10,2,2,10,2,1.7839,4.4,2.9042,3.0850999999999997,3.5059,4.0
7,8,11,8,8,3.2201,2.7637,4.5186,2.3522,2.2870999999999997,3.0
10,9,18,4,2,2.3644000000000003,3.9745,4.729500000000001,4.3878,2.3411,1.0
1,2,1,1,2,1.4323,3.5117,2.4259999999999997,3.7884,4.3713,4.0
12,8,18,2,2,2.5136,4.6701,4.5163,2.8779000000000003,3.1164,2.0
8,8,11,11,8,2.6576999999999997,3.2454,4.515,2.4015,3.1745,4.0
14,1,14,11,1,3.8086,3.4864,3.647,0.7796,3.0224,3.0
6,8,1,11,2,2.237,3.4911,3.5416,3.4504,4.6147,1.0
8,8,18,8,8,2.3969,3.5479000000000003,4.6346,2.4713,2.9261,4.0
8,15,18,12,1,3.3613999999999997,3.6245000000000003,4.589300000000001,1.8718000000000001,2.8381000000000003,1.0
10,9,0,12,8,3.5261,2.7053000000000003,4.6167,4.2040999999999995,2.0986000000000002,1.0
0,1,16,15,1,4.5939,3.4509000000000003,2.4901,2.9781,1.8584,2.0
8,2,14,11,2,1.9699,3.9299,4.0134,2.2778,4.5827,2.0
0,9,16,4,2,3.6088,3.7363999999999997,3.5158,4.3945,1.7928,1.0
2,5,18,12,2,1.8460999999999999,2.8247999999999998,4.3178,4.3591,4.0556,2.0
12,2,18,1,2,1.3739999999999999,4.6417,3.6725999999999996,3.3995,3.925,2.0
17,1,8,10,7,4.1856,3.3769,2.1543,2.1654999999999998,3.5234,1.0
0,0,0,12,2,4.2236,3.3381999999999996,2.8688000000000002,3.2547,3.1564,3.0
8,8,18,18,18,1.9518000000000002,3.8625,3.6137,2.6127000000000002,3.3007999999999997,4.0
9,15,0,12,19,4.0237,3.6965,4.3248999999999995,2.3522000000000003,2.1103,1.0
3,3,11,12,3,2.9036000000000004,2.0073,3.8542000000000005,3.8074000000000003,2.782,3.0
0,17,2,1,2,2.2226999999999997,4.5961,2.1993,3.1287,3.1916,2.0
15,9,0,12,12,4.5303,2.8793,3.5411,3.307,2.0993,2.0
12,8,14,12,2,2.8521,3.8425999999999996,4.554600000000001,2.5579,4.1208,2.0
9,9,9,2,2,3.6041,3.7072000000000003,3.5505999999999998,3.5570999999999997,2.4023,4.0
15,9,11,12,19,3.8905000000000003,2.5153,4.5675,3.205,1.5785,1.0
10,15,10,2,2,3.3556,4.1977,4.4078,3.1879999999999997,1.7377,3.0
12,8,18,1,1,2.5166,4.7223,3.9379,2.157,3.2659000000000002,2.0
0,0,0,12,12,4.711600000000001,3.3800999999999997,2.1787,2.6630000000000003,2.5918,4.0
17,2,9,1,7,2.7546,3.7386,1.8243,4.038200000000001,4.0002,1.0
6,5,9,12,2,2.5789999999999997,2.5368,3.3574999999999995,4.4051,4.3735,1.0
17,8,10,10,2,3.4089,4.176,2.9619,2.8891999999999998,3.6575,2.0
8,8,17,12,2,2.6367000000000003,3.0827,4.5216,2.9363,4.3123000000000005,2.0
10,1,10,1,1,3.4241,4.0828,3.5870999999999995,2.5442,2.5174000000000003,4.0
8,8,0,12,2,3.2346000000000004,3.5452999999999997,4.3077000000000005,3.1212999999999997,4.215999999999999,2.0
17,12,9,12,2,3.1178,2.7629,2.2095000000000002,4.0243,4.452999999999999,2.0
2,9,7,12,2,2.3963,2.2671,4.330900000000001,4.502,3.2640000000000002,2.0
9,8,14,10,1,3.8061,4.5107,3.5711999999999997,1.1507,3.1462,1.0
0,2,18,1,2,2.0192,4.406,3.0216,4.1467,3.4747000000000003,2.0
9,15,14,2,1,4.1128,4.3402,4.3027,1.1985000000000001,1.7952999999999997,1.0
17,9,9,15,2,3.4689,2.834,2.4492,4.4722,3.1823,2.0
2,2,14,12,2,2.0598,3.1144,3.8378,3.7264,4.5296,3.0
9,8,16,4,7,3.7436999999999996,4.5489,3.5530000000000004,3.298,2.2985,1.0
0,0,0,2,2,4.2187,3.9688,2.8001,3.045,2.3819,4.0
2,5,18,2,2,1.8412,3.4554,4.2491,4.1494,3.2811,3.0
0,9,0,4,7,4.0068,3.8106,3.5328000000000004,4.2348,1.8493,2.0
17,12,6,12,2,3.292,2.4217,2.2705,3.4325,4.4168,2.0
9,9,11,12,8,3.5854000000000004,2.64,4.6407,3.4057999999999997,1.9003,2.0
2,9,18,2,2,2.3975,3.5677000000000003,4.3495,4.1673,2.6689,3.0
8,2,8,1,2,2.0477,3.7899,2.915,2.7985,4.3634,3.0
7,8,14,17,1,3.9234,3.6282,4.2836,1.2288999999999999,2.9974000000000003,1.0
17,10,10,10,1,4.1947,3.9364000000000003,2.8731,1.4687,2.8093000000000004,3.0
0,0,0,12,4,4.4237,3.0174,2.4337,2.3982,3.0683000000000002,3.0
