var_0,var_1,var_2,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
1,1,1,0.8914,1.6172,0.7686,1.4402,2.3434,3.0
6,5,3,1.6625999999999999,1.6232000000000002,2.5884,2.4415,2.8723,1.0
8,3,8,0.9787,1.4165999999999999,1.9283000000000001,1.2527,2.8395,2.0
9,0,7,1.8096,2.9879,1.4764,1.4885,1.5856999999999999,1.0
8,7,7,1.6644999999999999,2.0397,1.3749,1.1158000000000001,2.0688999999999997,2.0
0,0,2,2.1470000000000002,2.1084,1.5037,2.6385,1.607,2.0
9,5,7,2.0235,2.8989000000000003,2.1408,1.4653,1.6958,1.0
0,7,2,2.4246999999999996,1.5327,1.2147000000000001,2.3319,1.5919999999999999,1.0
8,5,6,2.0441,2.4073,2.5863,1.3018,1.8845999999999998,1.0
0,7,6,2.702,1.9315,0.9969,1.7176000000000002,1.0499999999999998,1.0
