var_0,var_1,var_2,var_3,var_4,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
0,9,5,7,3,4.0748,3.083,2.0946,4.2606,2.3596,1.0
0,6,0,0,0,2.4248,4.3078,2.1963,3.9489,2.4203,4.0
0,9,8,6,2,4.291,2.4271,3.0471000000000004,4.2343,2.5031,1.0
6,8,0,0,3,1.9758,3.5109999999999997,2.0833,4.7154,3.7421,2.0
0,8,5,0,0,2.4734,3.7773,3.0953999999999997,4.511,2.8569,3.0
0,9,0,0,9,3.2390999999999996,3.4006,1.7128999999999999,4.4154,2.7748,4.0
3,9,5,6,2,3.5578000000000003,2.4951,3.6287000000000003,4.6719,3.3953999999999995,1.0
2,2,5,6,3,2.5889,3.2399,3.3649000000000004,4.6002,4.6256,2.0
9,3,5,2,2,3.9831,3.5104000000000006,4.4027,2.6983,2.7131,2.0
2,2,5,9,2,2.1991,3.7424999999999997,4.1893,3.898,4.272,3.0
9,3,3,3,9,3.9272,3.9298,3.5870000000000006,1.7296999999999998,2.8031,4.0
0,6,5,6,0,3.3485,3.9569,3.5492,3.7843999999999998,2.9010000000000002,3.0
0,6,5,3,3,3.8265000000000002,4.2045,2.7225,3.548,2.3341000000000003,2.0
6,3,3,6,3,3.1081,2.8786,3.2866999999999997,3.1883,4.2011,4.0
6,6,6,6,6,2.247,3.5448,2.1412,3.2029,3.4355,5.0
9,8,5,2,0,3.0641999999999996,3.4985,4.3975,3.4797,2.5226,1.0
3,9,0,6,3,3.263,2.5651,2.3547000000000002,4.8455,3.2364,2.0
2,2,0,5,2,2.3644,3.7375,2.7199,3.9547,4.435,3.0
9,2,5,9,2,2.9131,4.6345,4.3221,3.0882000000000005,3.7657,3.0
0,2,0,0,3,2.5505,4.1212,1.6963,4.588,3.4273,3.0
2,8,8,2,2,3.0684,1.9184999999999999,3.942,4.0230999999999995,2.4288999999999996,4.0
8,2,5,6,3,2.8801,3.7594000000000003,3.6852,3.7243000000000004,4.6175,1.0
0,2,0,9,0,2.4283,4.495,3.2344,3.7368,3.1959,3.0
2,9,5,2,2,3.182,2.0731,3.8254,4.4281999999999995,3.1529,3.0
0,2,0,0,2,2.6314,4.1402,2.3059,4.4376,3.4761999999999995,4.0
0,8,5,6,0,3.1832,3.5153999999999996,3.7839,4.3697,3.2275,2.0
7,7,5,6,2,3.7435,3.2378,4.5464,3.1954,4.0424999999999995,2.0
7,7,8,7,9,4.308,2.8706,3.3297,2.2656,2.1551,3.0
0,0,5,5,9,4.1622,3.6317,2.4484,3.1541999999999994,3.5282,3.0
2,2,5,6,2,2.6698000000000004,3.2588999999999997,3.9745000000000004,4.4498,4.6745,3.0
3,8,5,2,0,2.7782999999999998,2.65,4.2331,4.2763,2.3552,1.0
9,0,5,6,9,4.0824,3.6037000000000003,3.4871,3.0394,3.8689,2.0
9,2,5,0,0,2.2318,4.5459,3.444,3.7736,3.5492,2.0
9,2,0,5,3,2.9975,4.6105,2.2431,3.2953,3.8798,1.0
9,6,0,9,0,2.4926,4.8911,3.5481,2.6227,2.5997,3.0
0,0,5,3,3,4.1417,3.5551,2.5159000000000002,3.6858999999999997,2.9383,3.0
0,0,0,3,0,3.5665,3.7962,2.4863,3.5509999999999997,2.6287,4.0
6,0,5,6,9,3.6087,3.0389,3.3257000000000003,3.6956,4.453399999999999,2.0
6,0,5,6,2,3.4608999999999996,2.9711999999999996,3.6045000000000003,3.9531000000000005,4.5493999999999994,2.0
0,2,5,3,0,3.2296,4.3221,3.4921,3.8709,2.9421,2.0
0,0,7,6,9,4.3175,2.7554,2.0852,3.3890999999999996,3.5325,2.0
9,2,5,9,0,2.4709,4.7676,4.347300000000001,3.0805000000000002,3.5173,2.0
9,6,5,9,2,3.1487,4.6690000000000005,4.1873,2.6071999999999997,2.9581999999999997,2.0
9,2,5,5,2,3.2923,4.5405,3.5171,3.1217,4.0388,3.0
9,9,5,5,9,3.9000000000000004,3.8009000000000004,2.9241,3.0994999999999995,3.3374,4.0
9,8,8,9,9,3.4071999999999996,3.7403,3.8457,2.6609,2.3403,4.0
6,0,0,6,2,3.247,3.0602,2.9401,3.9762999999999997,4.4393,3.0
9,2,2,9,9,2.3678999999999997,4.4645,3.4985,2.6764,3.3812,4.0
2,7,5,9,0,2.0642,3.5753,4.5869,3.4922,3.8323,1.0
6,2,5,6,0,2.4678999999999998,3.7192,3.9711000000000003,4.2885,4.504300000000001,2.0
0,8,0,3,3,3.4473,3.8520000000000003,2.2927999999999997,4.156499999999999,2.5505,3.0
9,3,5,6,9,4.0786,3.9566000000000003,3.9588,2.6976999999999998,3.5333,2.0
7,7,5,9,9,3.4206000000000003,3.7891000000000004,4.4824,2.3861,3.544,3.0
9,2,0,9,2,2.6992000000000003,4.7235000000000005,3.6577,3.1114,3.6555999999999997,3.0
9,9,9,9,9,2.8750999999999998,3.9838999999999998,3.2074,2.2487,2.9518000000000004,5.0
2,2,0,0,0,1.3038999999999998,3.7429,2.6468,4.6066,3.9454,4.0
7,3,8,2,2,4.3115,2.3427,4.1719,2.3777,1.9303,2.0
0,7,8,3,2,4.2551,3.3338,3.5418000000000003,3.2064,2.1508,1.0
8,2,9,9,9,1.9924,4.418699999999999,3.7091000000000003,1.9472999999999998,4.0554,3.0
7,3,5,9,2,3.5125,3.7596999999999996,4.5191,2.3569,3.2923999999999998,1.0
6,2,0,5,2,2.6047000000000002,4.0647,2.6913,3.8011,4.5132,2.0
2,2,5,2,2,2.7221,2.8804,4.1396,4.1929,3.7583,4.0
6,6,0,6,0,2.4896,3.8427,3.1719,3.8307,3.5867,4.0
2,2,9,9,2,1.5534,3.8315,3.6676,3.0807,4.1595,4.0
0,0,0,0,9,3.33,3.593,1.6857,3.8369999999999997,3.1769,4.0
0,0,0,6,0,3.4498,3.3965,2.6782,3.9455,3.3951,4.0
2,2,5,2,5,2.3099000000000003,2.9405,4.2576,3.8070999999999997,3.3266999999999998,4.0
5,2,5,5,5,2.5254000000000003,3.9724000000000004,3.6612999999999998,3.0092999999999996,3.8125,4.0
8,2,5,6,0,2.5188,3.9115,4.32,3.5662000000000003,4.417999999999999,1.0
9,9,0,9,9,3.3068999999999997,3.9838999999999998,3.0647,3.0892,2.9542,4.0
0,3,0,3,9,4.1527,4.0837,2.654,2.9595,2.4455,3.0
5,3,5,3,5,3.2806,3.7205,4.1899,2.4482999999999997,2.6365999999999996,4.0
7,3,7,6,9,4.1948,2.8571,3.0721,2.3678,3.4738,2.0
3,7,5,2,5,3.0453,2.6837,4.5984,3.3958,2.4617,2.0
6,2,0,6,3,2.6153,3.6561,2.6719,4.4698,4.5937,2.0
0,3,8,3,0,4.0526,3.5052,3.3249000000000004,2.912,1.5548000000000002,3.0
8,2,5,5,0,2.4273,4.3011,3.7298,3.0479,4.2886,2.0
9,9,2,2,2,3.203,2.7274000000000003,3.4134,3.4640999999999997,2.3581000000000003,4.0
6,8,5,6,0,2.5382000000000002,3.3122,4.071,4.3928,4.023300000000001,2.0
9,6,5,5,6,3.2998999999999996,4.6974,2.6462999999999997,2.2441,2.8365,3.0
9,2,9,9,9,2.4152,4.7912,3.5216000000000003,2.0134,3.5572000000000004,4.0
9,6,5,3,9,3.8838999999999997,4.652800000000001,3.5018000000000002,2.5069999999999997,2.4983,2.0
6,2,5,0,0,1.7581,3.9811,3.2826,4.4298,4.1337,2.0
9,3,5,2,5,3.5709,3.5705000000000005,4.5207,2.3125,2.2815000000000003,2.0
0,1,8,2,2,4.3837,2.1089,3.3139000000000003,3.122,1.4461,2.0
9,2,0,0,2,2.4601,4.5018,2.7544,3.8045000000000004,3.6875,3.0
9,0,0,9,9,3.3978,4.1762999999999995,3.0374999999999996,2.5108,3.3563,4.0
6,2,2,2,2,2.2694,2.9699,3.5662000000000003,3.8850000000000002,3.548,4.0
6,8,5,6,5,2.5682000000000005,3.2392,4.1638,4.0147,3.8401000000000005,3.0
5,5,5,6,5,2.3308000000000004,2.8859,4.3621,3.1163,3.3886000000000003,4.0
8,7,3,6,2,3.0002,3.0515999999999996,4.4873,2.6023,4.511299999999999,1.0
3,3,3,3,3,3.4126,2.9946,3.0918,2.9341999999999997,2.6828000000000003,5.0
7,7,5,2,5,3.3836000000000004,2.9194,4.8294999999999995,2.5526999999999997,2.6947,3.0
7,0,7,7,2,4.1915,2.5564999999999998,2.2388,2.5688,2.9623999999999997,3.0
5,5,5,5,5,2.2393,3.2755,3.7719,2.598,3.2592,5.0
8,8,5,9,5,2.1484,3.9151000000000002,4.7275,2.7406,3.3513,3.0
2,2,2,2,2,2.0291,2.6426999999999996,3.5948,4.0386,3.4698,5.0
