var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5
9,0,0,2,7,3,3,5,7.0396,6.880300000000001,4.9598,4.2387,3.7299999999999995,3.0
8,8,7,4,2,2,9,5,4.2047,6.384,7.1391,6.0217,6.1539,3.0
8,8,0,8,2,7,0,5,5.450200000000001,5.5346,7.1281,4.773700000000001,6.4671,4.0
0,2,0,4,2,9,9,0,5.163500000000001,6.0006,4.961100000000001,7.0782,5.1459,5.0
0,9,0,2,7,9,5,5,6.9364,5.2182,5.8850999999999996,6.9148000000000005,3.5313999999999997,4.0
9,0,0,8,1,3,9,5,6.9416,6.119200000000001,6.0251,2.7581,4.6530000000000005,3.0
9,9,0,4,2,2,9,0,5.208500000000001,6.6804,6.2738000000000005,6.3342,5.1063,5.0
2,1,0,4,7,0,0,5,6.038600000000001,4.8723,5.7001,6.3248,5.7501999999999995,3.0
9,9,0,4,2,7,1,5,5.7815,6.195799999999999,7.3282,5.5684,4.5778,2.0
0,0,9,4,4,0,0,0,6.424799999999999,4.9415000000000004,3.1353,5.2595,5.2642999999999995,6.0
9,8,0,1,1,7,0,5,6.193900000000001,6.4674000000000005,6.313699999999999,4.6622,5.737499999999999,3.0
2,0,0,0,2,2,0,0,4.632199999999999,5.4644,4.933300000000001,6.0431,6.172299999999999,7.0
8,8,0,2,8,0,0,8,6.3857,4.8016000000000005,6.153099999999999,5.031700000000001,4.3954,6.0
8,0,8,7,7,0,0,5,6.3073,4.4302,4.3346,3.6940999999999997,6.2561,5.0
9,9,2,2,2,7,9,5,5.2658,6.6,6.8769,4.954400000000001,4.7036,5.0
9,2,2,2,2,2,9,9,3.6366,7.4784,5.4328,4.4108,5.6387,7.0
0,1,0,2,1,0,0,0,7.2490000000000006,5.3892,4.8424000000000005,4.8589,4.5728,6.0
2,5,5,2,2,2,5,5,4.3434,4.7837000000000005,6.0313,6.5276000000000005,5.7017,7.0
0,5,0,4,8,8,0,5,5.4199,4.8387,6.3283,7.2223999999999995,4.4065,5.0
9,2,9,7,2,2,9,9,3.8200999999999996,6.1369,4.6802,4.934,6.7282,6.0
8,8,2,8,2,2,5,5,4.183599999999999,6.367700000000001,6.5286,4.6563,6.293399999999999,6.0
8,8,0,0,8,8,0,8,5.2156,4.8426,6.608,5.5335,4.4646,7.0
0,0,0,2,2,2,0,0,6.2071000000000005,6.161700000000001,4.604000000000001,5.812,5.1078,7.0
9,0,0,2,7,2,9,0,6.3016000000000005,7.0627,5.055300000000001,4.8659,4.798099999999999,5.0
8,8,8,8,1,7,5,5,5.9025,5.3524,6.7145,3.1094999999999997,5.7808,5.0
5,9,0,7,7,0,0,5,6.146700000000001,4.2252,5.6444,5.6885,5.4712,5.0
2,5,0,7,2,7,0,5,4.5363999999999995,4.055400000000001,6.3416999999999994,6.2494,6.816800000000001,5.0
8,9,0,4,2,7,0,5,5.4922,5.453,7.2524,6.0619,5.6239,2.0
7,1,0,7,7,7,0,5,6.4533000000000005,4.7348,6.1234,4.7435,5.8941,5.0
9,8,0,9,2,2,9,0,4.8324,7.2764999999999995,5.5597,5.507,6.011299999999999,5.0
7,1,0,2,7,9,0,5,7.085000000000001,4.9409,5.922599999999999,5.6345,4.6549,3.0
6,9,7,4,2,8,0,5,4.5333,4.7111,6.813,7.4394,5.145,1.0
9,9,0,2,8,8,9,5,5.9906,5.7945,7.1187000000000005,5.9802,3.6525,4.0
2,7,0,2,2,2,0,5,4.7651,4.9972,6.3023,6.3734,6.3139,5.0
0,0,0,2,1,3,9,5,7.4019,6.265800000000001,5.5281,3.891,4.0607999999999995,3.0
0,1,2,1,2,2,0,5,4.8708,6.3153,5.072900000000001,5.9511,6.001899999999999,5.0
9,8,0,1,1,0,0,0,6.2235,6.2418000000000005,4.9355,4.7404,5.615399999999999,5.0
9,8,2,2,7,3,9,5,5.8327,7.320100000000001,6.2233,4.1938,4.650399999999999,3.0
2,5,4,4,7,2,5,5,3.7663,4.7812,6.0499,7.508100000000001,5.817099999999999,5.0
9,9,0,2,2,7,1,5,6.1524,6.177600000000001,7.324,5.156,4.3252999999999995,3.0
9,0,0,1,7,2,9,5,5.9282,7.036300000000001,5.2576,5.1632,5.5753,3.0
0,0,0,2,7,8,3,8,7.010199999999999,5.8188,4.1834,5.3868,2.7281999999999997,4.0
2,2,2,5,2,2,9,5,3.2276,6.238900000000001,5.021,5.9413,6.624499999999999,6.0
9,8,2,2,2,2,9,5,4.8346,7.5083,6.3359,4.976500000000001,5.6097,5.0
9,0,9,1,1,0,0,1,6.420299999999999,5.6153,3.3631,4.0856,5.3302000000000005,6.0
2,9,9,2,2,9,9,2,4.6739999999999995,4.334899999999999,5.2459,7.0241,4.7717,7.0
2,2,0,4,2,2,9,5,4.0322000000000005,6.1885,6.2554,6.9963999999999995,6.579,4.0
0,9,9,2,2,0,9,0,6.129299999999999,5.3844,4.7834,6.4464999999999995,4.6346,6.0
6,2,2,1,2,2,9,0,3.0074,6.9761999999999995,4.666600000000001,6.228,6.8927000000000005,4.0
9,8,9,1,7,0,0,5,6.097100000000001,5.9358,4.776999999999999,5.8519,6.0181,3.0
8,8,2,7,2,2,5,5,3.9935,6.162800000000001,5.9943,4.8985,6.7376,5.0
9,2,0,4,2,2,9,0,4.532299999999999,7.1695,5.723800000000001,6.2097999999999995,5.962599999999999,5.0
0,8,0,1,7,2,3,5,5.6816,7.1246,4.7217,6.459099999999999,5.0748,2.0
8,8,8,1,2,2,9,5,4.6169,6.493900000000001,5.9911,5.0801,6.971299999999999,4.0
0,5,9,1,1,0,0,5,6.004,4.7351,4.5233,5.9426000000000005,5.606999999999999,5.0
2,5,9,4,2,9,5,5,4.5005,4.1841,5.6512,7.818099999999999,5.729499999999999,5.0
0,2,9,1,2,8,5,0,4.4460999999999995,5.8841,4.169300000000001,7.3357,5.684899999999999,3.0
0,0,0,4,7,0,0,7,7.115799999999999,5.0631,3.7349,5.476800000000001,4.7216000000000005,6.0
7,7,7,7,2,7,5,5,4.5642000000000005,4.0258,6.772799999999999,5.0448,5.935499999999999,6.0
8,1,0,2,2,7,9,5,5.8208,6.080000000000001,7.2185999999999995,4.8643,5.8214,2.0
5,9,7,2,2,7,9,5,5.0748999999999995,5.2018,7.5146,5.926699999999999,4.7024,5.0
9,1,2,2,1,2,9,1,5.4807999999999995,7.1145000000000005,5.3751999999999995,3.5002,4.6873,6.0
6,8,0,1,2,2,9,5,4.6084000000000005,6.679,6.1419,6.4993,6.930299999999999,2.0
6,1,9,7,2,0,0,7,5.611199999999999,3.6064,3.7747,5.5504,6.8917,3.0
2,2,1,1,2,2,0,5,3.4356,5.418,5.260000000000001,7.3166,7.3765,5.0
7,8,8,8,7,7,7,5,6.0346,4.8787,6.3526,3.3796999999999997,5.4108,6.0
2,9,9,4,2,8,0,5,4.7918,4.5255,5.9633,7.6749,5.5377,3.0
9,9,0,4,2,2,9,5,5.4224000000000006,6.5914,6.9382,6.311,5.2164,4.0
8,8,0,8,1,7,9,5,5.8841,5.9897,7.2575,3.5607,5.8489,3.0
8,8,0,8,8,7,5,8,5.7287,4.8137,7.117799999999999,4.5075,4.4923,5.0
8,5,1,7,2,2,0,5,3.9547999999999996,4.5259,6.0062,5.9686,7.282299999999999,3.0
0,1,0,7,1,0,0,5,6.9838000000000005,4.5871,5.021,4.5781,5.508,5.0
9,0,0,0,2,2,9,0,5.1609,6.822,5.311800000000001,5.0182,5.5653999999999995,6.0
6,8,1,8,2,7,9,5,4.648499999999999,5.458600000000001,6.7415,5.4779,6.735099999999999,2.0
2,8,0,7,2,2,0,7,4.7254,4.623800000000001,4.947699999999999,6.006500000000001,6.9856,5.0
8,8,7,8,2,7,5,5,4.6547,5.2974000000000006,7.512499999999999,4.9571000000000005,5.895599999999999,5.0
2,2,0,7,2,2,0,0,3.8954,5.0806,4.855300000000001,6.5647,7.1421,6.0
5,3,7,4,2,7,9,5,4.3629999999999995,5.0651,7.228,6.203499999999999,5.632999999999999,3.0
8,1,0,7,2,7,9,5,5.3417,5.366900000000001,6.7328,4.6067,6.6465,2.0
8,8,8,2,2,2,9,5,5.2042,6.431300000000001,6.4532,4.7596,6.3042,5.0
2,5,7,4,2,2,9,5,3.481,5.109700000000001,6.887,7.2552,6.0594,4.0
7,8,0,8,1,7,1,5,6.4111,5.654100000000001,7.1543,3.2358000000000002,4.969,4.0
6,1,8,2,1,0,0,5,6.775500000000001,4.719600000000001,5.2942,4.1619,5.606,3.0
7,8,0,2,1,3,9,5,6.888,6.295900000000001,6.8461,3.7934,4.6878,1.0
0,9,0,2,2,9,5,5,6.4853,5.1444,6.128,7.012700000000001,3.9517999999999995,5.0
9,8,0,1,2,2,9,5,5.0821000000000005,7.2438,6.3033,5.8431,6.345799999999999,3.0
3,9,0,4,8,7,0,5,5.7561,4.605300000000001,6.9853,6.9019,4.1278999999999995,2.0
0,8,9,4,7,2,9,5,5.7487,6.6103000000000005,5.3819,6.7049,5.4948999999999995,2.0
2,2,0,0,2,2,0,0,3.6849,5.6268,5.3547,6.8767000000000005,6.663899999999999,7.0
9,8,0,4,7,7,3,5,6.034,7.141500000000001,6.0089,5.5198,4.6802,2.0
6,8,7,4,2,7,9,5,4.4611,5.891400000000001,7.162599999999999,6.345899999999999,6.0489,2.0
6,5,0,1,2,2,0,5,4.3612,5.458600000000001,5.9643999999999995,7.072,6.9283,4.0
9,9,7,2,8,7,5,5,5.6174,5.1984,7.5299,5.8763,3.4712999999999994,4.0
2,2,1,1,2,7,5,5,3.6184000000000003,5.3234,5.8348,6.9491,6.8892,5.0
6,2,9,1,2,0,0,5,4.62,5.1783,4.4771,6.8576,7.164499999999999,3.0
0,9,9,9,7,9,0,5,6.265600000000001,4.7175,4.4451,7.0801,4.4655,5.0
0,2,0,1,7,2,9,5,5.1522,6.8371,5.2305,6.6299,5.855599999999999,3.0
6,9,1,4,7,2,9,5,4.8343,5.7511,6.250500000000001,7.0663,5.6628,2.0
0,8,0,4,2,2,3,0,5.2330000000000005,7.0954,4.766500000000001,6.6720999999999995,4.9704999999999995,4.0
8,1,8,7,2,0,0,5,5.7280999999999995,4.209300000000001,5.2736,4.1799,6.862399999999999,3.0
5,9,0,0,8,8,5,5,5.0071,4.7395000000000005,7.1152,6.5537,4.0093,5.0
6,8,1,4,2,2,0,5,4.4446,5.8197,6.0790999999999995,7.0033,6.8986,2.0
6,8,9,8,2,7,0,5,5.2271,5.041,6.0829,5.7307,6.748799999999999,2.0
0,8,0,2,8,2,8,0,5.565100000000001,6.5592,5.057900000000001,5.654800000000001,3.6433,6.0
0,9,0,2,7,3,5,5,7.0235,5.7635000000000005,6.3296,5.994700000000001,3.597899999999999,3.0
9,9,0,2,1,3,9,5,6.959499999999999,6.300700000000001,6.948,4.2159,3.9074,3.0
0,8,0,4,8,8,0,8,6.128400000000001,5.038600000000001,5.9626,6.5907,3.6607,6.0
9,8,0,2,7,7,9,5,6.4277999999999995,6.954700000000001,6.8949,5.0266,5.067,3.0
0,9,0,2,2,9,0,0,6.395899999999999,5.027699999999999,5.2612000000000005,7.005300000000001,4.1377,6.0
9,9,0,2,7,9,0,8,7.1655999999999995,4.8192,5.833699999999999,5.977,3.1902999999999997,4.0
0,9,9,2,7,9,0,5,6.8887,4.7112,4.9864,7.1189,4.0228,4.0
0,8,0,4,2,2,4,5,5.2061,6.9421,5.7785,6.3732999999999995,5.1842999999999995,4.0
0,9,7,2,8,8,5,5,5.5517,4.7301,6.8088999999999995,7.0118,2.9703,3.0
2,1,0,7,2,0,0,5,5.4793,4.067200000000001,5.453,5.7527,6.7432,4.0
6,2,9,5,2,9,5,5,4.6512,4.8705,4.3681,7.0495,6.1663,5.0
7,8,7,8,8,7,5,5,5.2569,4.6854000000000005,7.4765,4.954000000000001,4.6326,6.0
8,8,0,8,2,2,0,0,4.929,5.9239,6.0913,5.195,6.5483,6.0
9,0,0,1,7,0,0,5,6.664300000000001,5.955800000000001,4.6705,5.0352,5.4726,4.0
9,2,2,1,7,2,3,5,4.1232,7.6944,4.3593,5.531499999999999,5.358599999999999,3.0
8,2,0,1,2,2,0,0,4.0784,6.375799999999999,5.1993,6.266900000000001,6.976,5.0
2,2,0,4,2,2,3,0,3.7954000000000003,6.4460999999999995,4.7008,7.1004,5.8296,5.0
0,0,0,2,1,0,9,0,7.191800000000001,6.001900000000001,4.392,4.2559000000000005,4.2863,5.0
0,0,0,2,7,9,3,5,7.1238,5.973400000000001,4.066800000000001,5.791899999999999,3.4521999999999995,3.0
0,8,0,2,2,0,3,0,6.1547,6.4623,4.420900000000001,5.9166,4.5146999999999995,5.0
7,9,0,4,8,7,0,5,6.0944,4.841,7.2164,6.0588,4.3609,3.0
0,9,0,4,7,2,5,5,6.105600000000001,6.0437,6.2035,7.091900000000001,4.3892999999999995,3.0
3,8,1,4,2,9,0,5,5.0923,4.7287,5.7619,7.379,5.5413,1.0
0,8,0,4,2,9,3,0,5.6929,6.2881,4.452300000000001,6.907399999999999,4.3651,3.0
0,1,0,2,1,2,1,5,6.778600000000001,6.2854,6.1115,4.6192,4.3383,5.0
9,8,0,4,1,2,9,5,5.9177,7.1889,6.6533,4.9371,5.4136,2.0
6,9,0,4,8,2,9,5,5.0757,5.6549000000000005,6.8616,6.9445,4.9704999999999995,2.0
9,2,0,4,2,2,9,5,4.7462,7.080500000000001,6.3882,6.186599999999999,6.072699999999999,4.0
0,8,0,2,7,6,3,0,6.2905999999999995,7.1855,4.384600000000001,5.6808,3.4900999999999995,3.0
2,9,7,4,8,7,5,5,4.5325,4.3246,7.4013,7.0985,4.230099999999999,3.0
0,0,9,4,2,2,0,0,5.664,5.8786,3.9119,6.4591,5.5557,5.0
0,9,0,4,2,2,9,5,5.5937,6.229800000000001,6.4897,6.944100000000001,5.0051,4.0
6,2,9,1,2,2,9,5,3.8838999999999997,6.258800000000001,5.0642000000000005,6.9856,7.267199999999999,4.0
9,9,2,2,2,2,9,5,4.9585,6.9003,6.5045,5.3525,4.8949,6.0
0,8,0,2,2,2,0,0,5.812099999999999,6.443,5.4068000000000005,6.394,5.4578999999999995,6.0
8,8,0,0,2,7,9,5,4.8643,6.341500000000001,7.3389,5.1128,6.3325,3.0
