2.5507,2.2782,1.8638,2.0
1.7941,2.1315,2.8096,2.0
2.3597,1.6575,2.6501,1.0
0.9973000000000001,2.8659,2.0968,1.0
1.2184000000000001,2.5623,2.757,2.0
2.1655,1.3129000000000002,2.8095,1.0
2.5789,2.5659,1.482,1.0
0.9883,2.8456,2.2434,1.0
2.3078000000000003,2.316,2.4534,2.0
0.44500000000000006,2.7748999999999997,1.7153,2.0
1.9055,2.5138999999999996,2.5148,2.0
2.7534,1.9148,1.571,2.0
2.8723,2.1048999999999998,1.0558,3.0
2.9621,1.854,1.4468,2.0
2.0033000000000003,2.2653,2.5554,3.0
2.7331,2.378,1.2445,1.0
1.1672,2.8062,2.7720000000000002,1.0
2.6464,2.0957999999999997,2.3629,2.0
2.4372,1.9619999999999997,2.6170999999999998,2.0
1.9308999999999998,1.5684999999999998,2.8632999999999997,1.0
1.2922999999999998,2.9434,1.3657000000000001,1.0
2.4516999999999998,1.5566,2.6523,2.0
2.9955,1.4358,0.9367,1.0
2.5598,1.9693999999999998,2.5094,1.0
2.8005999999999998,1.9079,2.1254,2.0
2.4299,2.1288,2.4757,2.0
1.4664,2.3969,2.9481,1.0
1.8086000000000002,1.7261000000000002,2.8448,2.0
2.769,1.9119000000000002,1.1888,2.0
2.5729,2.2662,2.2004,1.0
1.7022,2.4486,2.8771,1.0
2.0983,1.6013,2.5349,3.0
1.8425,2.6836,2.705,1.0
2.5074,2.4333,2.4427,1.0
2.2577,1.8433000000000002,1.8062999999999998,3.0
2.6787,2.1595,1.9941999999999998,2.0
1.6411,2.8443,2.5695,1.0
0.9189,2.8129999999999997,1.5128000000000001,2.0
2.701,2.3787,1.5043,2.0
2.3794,2.5519999999999996,2.3123,2.0
2.243,1.6174,2.7765,1.0
2.005,2.8205999999999998,1.7563,1.0
2.1906,2.0813,2.7098,1.0
2.7502,2.2920999999999996,1.0335,2.0
1.4610999999999998,1.8393,2.8355,2.0
2.7685,1.9085999999999999,2.3851999999999998,2.0
2.3742,1.2521,2.6853,1.0
